step,best_idx,offset,steer,free_ahead,speed
1666,537,-0.0056,-0.0019,17.3786,4.0000
1667,528,-0.0222,-0.0078,20.6995,4.0000
1668,538,-0.0037,-0.0013,17.3623,4.0000
1669,528,-0.0222,-0.0078,20.6373,4.0000
1670,537,-0.0056,-0.0019,17.2993,4.0000
1671,528,-0.0222,-0.0078,20.6166,4.0000
1672,537,-0.0056,-0.0019,17.3120,4.0000
1673,528,-0.0222,-0.0078,20.6177,4.0000
1674,537,-0.0056,-0.0019,17.2994,4.0000
1675,528,-0.0222,-0.0078,20.5268,4.0000
1676,537,-0.0056,-0.0019,17.2128,4.0000
1677,528,-0.0222,-0.0078,20.4776,4.0000
1678,537,-0.0056,-0.0019,17.1484,4.0000
1679,528,-0.0222,-0.0078,20.4588,4.0000
1680,537,-0.0056,-0.0019,17.1141,4.0000
1681,528,-0.0222,-0.0078,20.4011,4.0000
1682,536,-0.0074,-0.0026,17.1332,4.0000
1683,528,-0.0222,-0.0078,20.3624,4.0000
1684,537,-0.0056,-0.0019,17.0329,4.0000
1685,528,-0.0222,-0.0078,20.3159,4.0000
1686,537,-0.0056,-0.0019,16.9607,4.0000
1687,528,-0.0222,-0.0078,20.3063,4.0000
1688,537,-0.0056,-0.0019,16.9150,4.0000
1689,528,-0.0222,-0.0078,20.2607,4.0000
1690,536,-0.0074,-0.0026,16.8788,4.0000
1691,529,-0.0204,-0.0071,20.2316,4.0000
1692,536,-0.0074,-0.0026,16.8499,4.0000
1693,528,-0.0222,-0.0078,20.2793,4.0000
1694,536,-0.0074,-0.0026,16.8134,4.0000
1695,528,-0.0222,-0.0078,20.2337,4.0000
1696,536,-0.0074,-0.0026,16.7732,4.0000
1697,528,-0.0222,-0.0078,20.1873,4.0000
1698,536,-0.0074,-0.0026,16.7485,4.0000
1699,528,-0.0222,-0.0078,20.1674,4.0000
1700,536,-0.0074,-0.0026,16.6910,4.0000
1701,529,-0.0204,-0.0071,20.0852,4.0000
1702,536,-0.0074,-0.0026,16.6566,4.0000
1703,529,-0.0204,-0.0071,20.0592,4.0000
1704,536,-0.0074,-0.0026,16.5731,4.0000
1705,528,-0.0222,-0.0078,20.0413,4.0000
1706,535,-0.0093,-0.0032,16.5302,4.0000
1707,528,-0.0222,-0.0078,19.9484,4.0000
1708,535,-0.0093,-0.0032,16.4904,4.0000
1709,529,-0.0204,-0.0071,19.9652,4.0000
1710,535,-0.0093,-0.0032,16.4557,4.0000
1711,529,-0.0204,-0.0071,19.8475,4.0000
1712,534,-0.0111,-0.0039,16.3343,4.0000
1713,529,-0.0204,-0.0071,19.8523,4.0000
1714,534,-0.0111,-0.0039,16.3636,4.0000
1715,528,-0.0222,-0.0078,19.8056,4.0000
1716,534,-0.0111,-0.0039,16.3163,4.0000
1717,529,-0.0204,-0.0071,19.7666,4.0000
1718,534,-0.0111,-0.0039,16.2844,4.0000
1719,529,-0.0204,-0.0071,19.7302,4.0000
1720,534,-0.0111,-0.0039,16.2406,4.0000
1721,529,-0.0204,-0.0071,19.7094,4.0000
1722,535,-0.0093,-0.0032,16.2161,4.0000
1723,530,-0.0185,-0.0065,19.6356,4.0000
1724,534,-0.0111,-0.0039,16.1573,4.0000
1725,529,-0.0204,-0.0071,19.6143,4.0000
1726,534,-0.0111,-0.0039,16.1384,4.0000
1727,529,-0.0204,-0.0071,19.5836,4.0000
1728,534,-0.0111,-0.0039,16.1120,4.0000
1729,529,-0.0204,-0.0071,19.5651,4.0000
1730,534,-0.0111,-0.0039,16.0641,4.0000
1731,529,-0.0204,-0.0071,19.5385,4.0000
1732,534,-0.0111,-0.0039,15.9754,4.0000
1733,529,-0.0204,-0.0071,19.5148,4.0000
1734,534,-0.0111,-0.0039,15.9590,4.0000
1735,529,-0.0204,-0.0071,19.4543,4.0000
1736,534,-0.0111,-0.0039,15.8925,4.0000
1737,529,-0.0204,-0.0071,19.3937,4.0000
1738,534,-0.0111,-0.0039,15.8687,4.0000
1739,530,-0.0185,-0.0065,19.4152,4.0000
1740,534,-0.0111,-0.0039,15.8433,4.0000
1741,530,-0.0185,-0.0065,19.3113,4.0000
1742,534,-0.0111,-0.0039,15.8065,4.0000
1743,530,-0.0185,-0.0065,19.3315,4.0000
1744,534,-0.0111,-0.0039,15.7908,4.0000
1745,530,-0.0185,-0.0065,19.2966,4.0000
1746,534,-0.0111,-0.0039,15.7268,4.0000
1747,530,-0.0185,-0.0065,19.2350,4.0000
1748,534,-0.0111,-0.0039,15.6863,4.0000
1749,530,-0.0185,-0.0065,19.1821,4.0000
1750,534,-0.0111,-0.0039,15.6386,4.0000
1751,530,-0.0185,-0.0065,19.1846,4.0000
1752,534,-0.0111,-0.0039,15.6131,4.0000
1753,530,-0.0185,-0.0065,19.1575,4.0000
1754,534,-0.0111,-0.0039,15.5879,4.0000
1755,530,-0.0185,-0.0065,19.1067,4.0000
1756,534,-0.0111,-0.0039,15.5353,4.0000
1757,532,-0.0148,-0.0052,19.0828,4.0000
1758,534,-0.0111,-0.0039,15.5152,4.0000
1759,532,-0.0148,-0.0052,19.0562,4.0000
1760,534,-0.0111,-0.0039,15.4470,4.0000
1761,531,-0.0167,-0.0058,18.9891,4.0000
1762,534,-0.0111,-0.0039,15.4166,4.0000
1763,531,-0.0167,-0.0058,18.9429,4.0000
1764,534,-0.0111,-0.0039,15.3260,4.0000
1765,531,-0.0167,-0.0058,18.8950,4.0000
1766,534,-0.0111,-0.0039,15.2920,4.0000
1767,530,-0.0185,-0.0065,18.8777,4.0000
1768,534,-0.0111,-0.0039,15.3047,4.0000
1769,531,-0.0167,-0.0058,18.9125,4.0000
1770,534,-0.0111,-0.0039,15.2503,4.0000
1771,531,-0.0167,-0.0058,18.8074,4.0000
1772,534,-0.0111,-0.0039,15.2140,4.0000
1773,531,-0.0167,-0.0058,18.7887,4.0000
1774,534,-0.0111,-0.0039,15.1630,4.0000
1775,531,-0.0167,-0.0058,18.8070,4.0000
1776,534,-0.0111,-0.0039,15.1196,4.0000
1777,531,-0.0167,-0.0058,18.7013,4.0000
1778,534,-0.0111,-0.0039,15.0802,4.0000
1779,531,-0.0167,-0.0058,18.7125,4.0000
1780,534,-0.0111,-0.0039,15.0376,4.0000
1781,532,-0.0148,-0.0052,18.6647,4.0000
1782,534,-0.0111,-0.0039,15.0096,4.0000
1783,531,-0.0167,-0.0058,18.5777,4.0000
1784,534,-0.0111,-0.0039,14.9391,4.0000
1785,531,-0.0167,-0.0058,18.5259,4.0000
1786,533,-0.0130,-0.0045,14.9069,4.0000
1787,532,-0.0148,-0.0052,18.5058,4.0000
1788,534,-0.0111,-0.0039,14.8641,4.0000
1789,532,-0.0148,-0.0052,18.4675,4.0000
1790,534,-0.0111,-0.0039,14.8259,4.0000
1791,532,-0.0148,-0.0052,18.4274,4.0000
1792,534,-0.0111,-0.0039,14.7952,4.0000
1793,533,-0.0130,-0.0045,18.4844,4.0000
1794,533,-0.0130,-0.0045,14.7862,4.0000
1795,533,-0.0130,-0.0045,18.3733,4.0000
1796,533,-0.0130,-0.0045,14.7301,4.0000
1797,532,-0.0148,-0.0052,18.3491,4.0000
1798,533,-0.0130,-0.0045,14.7032,4.0000
1799,532,-0.0148,-0.0052,18.3058,4.0000
1800,533,-0.0130,-0.0045,14.6341,4.0000
1801,532,-0.0148,-0.0052,18.2655,4.0000
1802,533,-0.0130,-0.0045,14.6051,4.0000
1803,533,-0.0130,-0.0045,18.2601,4.0000
1804,533,-0.0130,-0.0045,14.5883,4.0000
1805,534,-0.0111,-0.0039,18.2136,4.0000
1806,533,-0.0130,-0.0045,14.4808,4.0000
1807,533,-0.0130,-0.0045,18.1850,4.0000
1808,533,-0.0130,-0.0045,14.4502,4.0000
1809,533,-0.0130,-0.0045,18.1314,4.0000
1810,533,-0.0130,-0.0045,14.4450,4.0000
1811,533,-0.0130,-0.0045,18.0978,4.0000
1812,535,-0.0093,-0.0032,14.4259,4.0000
1813,533,-0.0130,-0.0045,18.0734,4.0000
1814,535,-0.0093,-0.0032,14.3326,4.0000
1815,533,-0.0130,-0.0045,18.0579,4.0000
1816,535,-0.0093,-0.0032,14.2850,4.0000
1817,533,-0.0130,-0.0045,18.0300,4.0000
1818,534,-0.0111,-0.0039,14.2296,4.0000
1819,535,-0.0093,-0.0032,17.9773,4.0000
1820,535,-0.0093,-0.0032,14.2030,4.0000
1821,534,-0.0111,-0.0039,17.9292,4.0000
1822,534,-0.0111,-0.0039,14.2088,4.0000
1823,534,-0.0111,-0.0039,17.8833,4.0000
1824,534,-0.0111,-0.0039,14.1341,4.0000
1825,535,-0.0093,-0.0032,17.8455,4.0000
1826,534,-0.0111,-0.0039,14.1317,4.0000
1827,534,-0.0111,-0.0039,17.8463,4.0000
1828,534,-0.0111,-0.0039,14.0996,4.0000
1829,533,-0.0130,-0.0045,17.7868,4.0000
1830,534,-0.0111,-0.0039,14.0294,4.0000
1831,534,-0.0111,-0.0039,17.7792,4.0000
1832,534,-0.0111,-0.0039,14.0260,4.0000
1833,534,-0.0111,-0.0039,17.7095,4.0000
1834,534,-0.0111,-0.0039,14.0211,4.0000
1835,534,-0.0111,-0.0039,17.6564,4.0000
1836,534,-0.0111,-0.0039,14.0057,4.0000
1837,534,-0.0111,-0.0039,17.6093,4.0000
1838,534,-0.0111,-0.0039,13.9617,4.0000
1839,535,-0.0093,-0.0032,17.6683,4.0000
1840,534,-0.0111,-0.0039,13.9352,4.0000
1841,535,-0.0093,-0.0032,17.5935,4.0000
1842,534,-0.0111,-0.0039,13.8675,4.0000
1843,535,-0.0093,-0.0032,17.5531,4.0000
1844,534,-0.0111,-0.0039,13.8289,4.0000
1845,534,-0.0111,-0.0039,17.5259,4.0000
1846,534,-0.0111,-0.0039,13.7499,4.0000
1847,535,-0.0093,-0.0032,17.4977,4.0000
1848,534,-0.0111,-0.0039,13.7223,4.0000
1849,535,-0.0093,-0.0032,17.4317,4.0000
1850,534,-0.0111,-0.0039,13.6674,4.0000
1851,536,-0.0074,-0.0026,17.3245,4.0000
1852,535,-0.0093,-0.0032,13.6184,4.0000
1853,535,-0.0093,-0.0032,17.3197,4.0000
1854,535,-0.0093,-0.0032,13.5972,4.0000
1855,535,-0.0093,-0.0032,17.2773,4.0000
1856,534,-0.0111,-0.0039,13.5813,4.0000
1857,536,-0.0074,-0.0026,17.2687,4.0000
1858,534,-0.0111,-0.0039,13.4920,4.0000
1859,536,-0.0074,-0.0026,17.2448,4.0000
1860,534,-0.0111,-0.0039,13.5076,4.0000
1861,536,-0.0074,-0.0026,17.1848,4.0000
1862,534,-0.0111,-0.0039,13.4948,4.0000
1863,535,-0.0093,-0.0032,17.2157,4.0000
1864,534,-0.0111,-0.0039,13.4536,4.0000
1865,536,-0.0074,-0.0026,17.1726,4.0000
1866,535,-0.0093,-0.0032,13.4008,4.0000
1867,537,-0.0056,-0.0019,17.1446,4.0000
1868,534,-0.0111,-0.0039,13.3673,4.0000
1869,537,-0.0056,-0.0019,17.0921,4.0000
1870,534,-0.0111,-0.0039,13.3242,4.0000
1871,536,-0.0074,-0.0026,17.0555,4.0000
1872,534,-0.0111,-0.0039,13.2800,4.0000
1873,536,-0.0074,-0.0026,16.9611,4.0000
1874,534,-0.0111,-0.0039,13.2348,4.0000
1875,537,-0.0056,-0.0019,16.9649,4.0000
1876,536,-0.0074,-0.0026,13.2013,4.0000
1877,537,-0.0056,-0.0019,16.8884,4.0000
1878,536,-0.0074,-0.0026,13.1429,4.0000
1879,537,-0.0056,-0.0019,16.8325,4.0000
1880,536,-0.0074,-0.0026,13.1309,4.0000
1881,537,-0.0056,-0.0019,16.7737,4.0000
1882,536,-0.0074,-0.0026,13.0664,4.0000
1883,537,-0.0056,-0.0019,16.7599,4.0000
1884,535,-0.0093,-0.0032,13.0335,4.0000
1885,537,-0.0056,-0.0019,16.7331,4.0000
1886,535,-0.0093,-0.0032,12.9900,4.0000
1887,537,-0.0056,-0.0019,16.6834,4.0000
1888,535,-0.0093,-0.0032,12.9455,4.0000
1889,537,-0.0056,-0.0019,16.6617,4.0000
1890,535,-0.0093,-0.0032,12.9400,4.0000
1891,537,-0.0056,-0.0019,16.7000,4.0000
1892,535,-0.0093,-0.0032,12.9047,4.0000
1893,537,-0.0056,-0.0019,16.6316,4.0000
1894,535,-0.0093,-0.0032,12.8311,4.0000
1895,538,-0.0037,-0.0013,16.6226,4.0000
1896,536,-0.0074,-0.0026,12.8073,4.0000
1897,538,-0.0037,-0.0013,16.5253,4.0000
1898,535,-0.0093,-0.0032,12.7742,4.0000
1899,538,-0.0037,-0.0013,16.4827,4.0000
1900,536,-0.0074,-0.0026,12.7201,4.0000
1901,538,-0.0037,-0.0013,16.5141,4.0000
1902,535,-0.0093,-0.0032,12.6783,4.0000
1903,538,-0.0037,-0.0013,16.3968,4.0000
1904,535,-0.0093,-0.0032,12.6170,4.0000
1905,538,-0.0037,-0.0013,16.3954,4.0000
1906,537,-0.0056,-0.0019,12.5851,4.0000
1907,538,-0.0037,-0.0013,16.3152,4.0000
1908,536,-0.0074,-0.0026,12.5514,4.0000
1909,538,-0.0037,-0.0013,16.3079,4.0000
1910,537,-0.0056,-0.0019,12.5271,4.0000
1911,539,-0.0019,-0.0006,16.2831,4.0000
1912,536,-0.0074,-0.0026,12.5017,4.0000
1913,539,-0.0019,-0.0006,16.2062,4.0000
1914,536,-0.0074,-0.0026,12.4392,4.0000
1915,540,0.0000,0.0000,16.2315,4.0000
1916,536,-0.0074,-0.0026,12.4220,4.0000
1917,539,-0.0019,-0.0006,16.1356,4.0000
1918,536,-0.0074,-0.0026,12.3499,4.0000
1919,539,-0.0019,-0.0006,16.1285,4.0000
1920,535,-0.0093,-0.0032,12.3219,4.0000
1921,539,-0.0019,-0.0006,16.0683,4.0000
1922,535,-0.0093,-0.0032,12.2627,4.0000
1923,539,-0.0019,-0.0006,16.1015,4.0000
1924,536,-0.0074,-0.0026,12.2451,4.0000
1925,541,0.0019,0.0006,16.0104,4.0000
1926,536,-0.0074,-0.0026,12.2100,4.0000
1927,540,0.0000,0.0000,16.0297,4.0000
1928,536,-0.0074,-0.0026,12.1899,4.0000
1929,540,0.0000,0.0000,15.9309,4.0000
1930,536,-0.0074,-0.0026,12.1302,4.0000
1931,540,0.0000,0.0000,15.9151,4.0000
1932,536,-0.0074,-0.0026,12.1157,4.0000
1933,540,0.0000,0.0000,15.8463,4.0000
1934,536,-0.0074,-0.0026,12.0520,4.0000
1935,540,0.0000,0.0000,15.8235,4.0000
1936,536,-0.0074,-0.0026,12.0126,4.0000
1937,540,0.0000,0.0000,15.8071,4.0000
1938,536,-0.0074,-0.0026,11.9892,4.0000
1939,540,0.0000,0.0000,15.7560,4.0000
1940,536,-0.0074,-0.0026,11.9537,4.0000
1941,541,0.0019,0.0006,3.9904,2.8000
1942,536,-0.0074,-0.0026,11.8988,4.0000
1943,542,0.0037,0.0013,3.8953,2.8000
1944,537,-0.0056,-0.0019,11.8587,4.0000
1945,541,0.0019,0.0006,3.7938,2.8000
1946,536,-0.0074,-0.0026,11.8721,4.0000
1947,541,0.0019,0.0006,3.6889,2.8000
1948,536,-0.0074,-0.0026,11.8514,4.0000
1949,541,0.0019,0.0006,3.5827,2.8000
1950,536,-0.0074,-0.0026,11.8043,4.0000
1951,541,0.0019,0.0006,3.4768,2.8000
1952,537,-0.0056,-0.0019,11.7700,4.0000
1953,541,0.0019,0.0006,3.4587,2.8000
1954,536,-0.0074,-0.0026,11.7258,4.0000
1955,542,0.0037,0.0013,3.4647,2.8000
1956,537,-0.0056,-0.0019,11.6956,4.0000
1957,542,0.0037,0.0013,3.4715,2.8000
1958,537,-0.0056,-0.0019,11.6328,4.0000
1959,542,0.0037,0.0013,3.4788,2.8000
1960,537,-0.0056,-0.0019,11.5994,4.0000
1961,542,0.0037,0.0013,3.4867,2.8000
1962,537,-0.0056,-0.0019,11.5741,4.0000
1963,542,0.0037,0.0013,3.4950,2.8000
1964,537,-0.0056,-0.0019,11.4667,4.0000
1965,542,0.0037,0.0013,3.5038,2.8000
1966,537,-0.0056,-0.0019,11.5002,4.0000
1967,542,0.0037,0.0013,3.5130,2.8000
1968,537,-0.0056,-0.0019,11.3944,4.0000
1969,542,0.0037,0.0013,3.5224,2.8000
1970,537,-0.0056,-0.0019,11.4000,4.0000
1971,543,0.0056,0.0019,3.5322,2.8000
1972,537,-0.0056,-0.0019,11.3209,4.0000
1973,543,0.0056,0.0019,3.5422,2.8000
1974,537,-0.0056,-0.0019,11.2600,4.0000
1975,543,0.0056,0.0019,3.5525,2.8000
1976,537,-0.0056,-0.0019,11.2279,4.0000
1977,545,0.0093,0.0032,3.5630,2.8000
1978,537,-0.0056,-0.0019,11.2616,4.0000
1979,543,0.0056,0.0019,3.5736,2.8000
1980,537,-0.0056,-0.0019,11.1449,4.0000
1981,543,0.0056,0.0019,3.5844,2.8000
1982,537,-0.0056,-0.0019,11.0999,4.0000
1983,543,0.0056,0.0019,3.5954,2.8000
1984,537,-0.0056,-0.0019,11.0775,4.0000
1985,543,0.0056,0.0019,3.6064,2.8000
1986,539,-0.0019,-0.0006,11.0487,4.0000
1987,543,0.0056,0.0019,3.6176,2.8000
1988,539,-0.0019,-0.0006,10.9855,4.0000
1989,543,0.0056,0.0019,3.6289,2.8000
1990,537,-0.0056,-0.0019,11.0033,4.0000
1991,543,0.0056,0.0019,3.6403,2.8000
1992,538,-0.0037,-0.0013,10.9941,4.0000
1993,543,0.0056,0.0019,3.6517,2.8000
1994,537,-0.0056,-0.0019,10.9497,4.0000
1995,544,0.0074,0.0026,3.6632,2.8000
1996,538,-0.0037,-0.0013,10.9312,4.0000
1997,544,0.0074,0.0026,3.6748,2.8000
1998,538,-0.0037,-0.0013,10.8599,4.0000
1999,546,0.0111,0.0039,3.6864,2.8000
2000,537,-0.0056,-0.0019,10.8399,4.0000
2001,544,0.0074,0.0026,3.6981,2.8000
2002,539,-0.0019,-0.0006,10.7963,4.0000
2003,546,0.0111,0.0039,3.7098,2.8000
2004,537,-0.0056,-0.0019,10.7441,4.0000
2005,544,0.0074,0.0026,3.7216,2.8000
2006,537,-0.0056,-0.0019,10.7027,4.0000
2007,546,0.0111,0.0039,3.7333,2.8000
2008,538,-0.0037,-0.0013,10.6847,4.0000
2009,545,0.0093,0.0032,3.7452,2.8000
2010,538,-0.0037,-0.0013,10.6169,4.0000
2011,546,0.0111,0.0039,3.7570,2.8000
2012,538,-0.0037,-0.0013,10.5897,4.0000
2013,545,0.0093,0.0032,3.7689,2.8000
2014,538,-0.0037,-0.0013,10.5423,4.0000
2015,545,0.0093,0.0032,3.7807,2.8000
2016,538,-0.0037,-0.0013,10.5000,4.0000
2017,545,0.0093,0.0032,3.7926,2.8000
2018,538,-0.0037,-0.0013,10.4953,4.0000
2019,545,0.0093,0.0032,3.8045,2.8000
2020,538,-0.0037,-0.0013,10.4362,4.0000
2021,545,0.0093,0.0032,3.8165,2.8000
2022,539,-0.0019,-0.0006,10.3820,4.0000
2023,545,0.0093,0.0032,3.8284,2.8000
2024,538,-0.0037,-0.0013,10.3633,4.0000
2025,545,0.0093,0.0032,3.8403,2.8000
2026,538,-0.0037,-0.0013,10.3168,4.0000
2027,545,0.0093,0.0032,3.8523,2.8000
2028,538,-0.0037,-0.0013,10.2892,4.0000
2029,546,0.0111,0.0039,3.8642,2.8000
2030,538,-0.0037,-0.0013,10.2465,4.0000
2031,544,0.0074,0.0026,3.8762,2.8000
2032,539,-0.0019,-0.0006,10.2163,4.0000
2033,546,0.0111,0.0039,3.8882,2.8000
2034,539,-0.0019,-0.0006,10.1494,4.0000
2035,546,0.0111,0.0039,3.9002,2.8000
2036,539,-0.0019,-0.0006,10.1167,4.0000
2037,544,0.0074,0.0026,3.9122,2.8000
2038,539,-0.0019,-0.0006,10.0545,4.0000
2039,544,0.0074,0.0026,3.9241,2.8000
2040,539,-0.0019,-0.0006,10.0492,4.0000
2041,544,0.0074,0.0026,3.9361,2.8000
2042,539,-0.0019,-0.0006,10.0274,4.0000
2043,544,0.0074,0.0026,3.9481,2.8000
2044,539,-0.0019,-0.0006,9.9834,4.0000
2045,545,0.0093,0.0032,3.9601,2.8000
2046,539,-0.0019,-0.0006,9.9449,4.0000
2047,544,0.0074,0.0026,3.9721,2.8000
2048,538,-0.0037,-0.0013,9.9063,4.0000
2049,544,0.0074,0.0026,3.9841,2.8000
2050,539,-0.0019,-0.0006,9.8534,4.0000
2051,545,0.0093,0.0032,3.9961,2.8000
2052,539,-0.0019,-0.0006,9.7862,4.0000
2053,545,0.0093,0.0032,4.0081,2.8000
2054,539,-0.0019,-0.0006,9.7873,4.0000
2055,545,0.0093,0.0032,4.0201,2.8000
2056,539,-0.0019,-0.0006,9.6876,4.0000
2057,546,0.0111,0.0039,4.0321,2.8000
2058,539,-0.0019,-0.0006,9.6624,4.0000
2059,545,0.0093,0.0032,4.0441,2.8000
2060,539,-0.0019,-0.0006,9.6493,4.0000
2061,545,0.0093,0.0032,4.0561,2.8000
2062,539,-0.0019,-0.0006,9.6166,4.0000
2063,546,0.0111,0.0039,4.0682,2.8000
2064,541,0.0019,0.0006,9.5837,4.0000
2065,545,0.0093,0.0032,4.0802,2.8000
2066,539,-0.0019,-0.0006,9.5541,4.0000
2067,546,0.0111,0.0039,4.0922,2.8000
2068,539,-0.0019,-0.0006,9.5029,4.0000
2069,546,0.0111,0.0039,4.1042,2.8000
2070,539,-0.0019,-0.0006,9.4654,4.0000
2071,546,0.0111,0.0039,4.1162,2.8000
2072,539,-0.0019,-0.0006,9.4114,4.0000
2073,545,0.0093,0.0032,4.1282,2.8000
2074,539,-0.0019,-0.0006,9.3959,4.0000
2075,545,0.0093,0.0032,4.1402,2.8000
2076,540,0.0000,0.0000,9.3382,4.0000
2077,546,0.0111,0.0039,4.1522,2.8000
2078,540,0.0000,0.0000,9.3621,4.0000
2079,546,0.0111,0.0039,4.1642,2.8000
2080,539,-0.0019,-0.0006,9.2748,4.0000
2081,546,0.0111,0.0039,4.1762,2.8000
2082,539,-0.0019,-0.0006,9.2128,4.0000
2083,547,0.0130,0.0045,4.1882,2.8000
2084,539,-0.0019,-0.0006,9.1791,4.0000
2085,545,0.0093,0.0032,4.2002,2.8000
2086,539,-0.0019,-0.0006,9.1558,4.0000
2087,546,0.0111,0.0039,4.2123,2.8000
2088,539,-0.0019,-0.0006,9.1080,4.0000
2089,546,0.0111,0.0039,4.2243,2.8000
2090,539,-0.0019,-0.0006,9.0805,4.0000
2091,546,0.0111,0.0039,4.2363,2.8000
2092,540,0.0000,0.0000,9.0837,4.0000
2093,545,0.0093,0.0032,4.2483,2.8000
2094,540,0.0000,0.0000,8.9906,4.0000
2095,546,0.0111,0.0039,4.2603,2.8000
2096,540,0.0000,0.0000,9.0028,4.0000
2097,546,0.0111,0.0039,4.2723,2.8000
2098,540,0.0000,0.0000,8.9171,4.0000
2099,546,0.0111,0.0039,4.2843,2.8000
2100,540,0.0000,0.0000,8.8743,4.0000
2101,546,0.0111,0.0039,4.2963,2.8000
2102,540,0.0000,0.0000,8.8329,4.0000
2103,546,0.0111,0.0039,4.3083,2.8000
2104,540,0.0000,0.0000,8.7914,4.0000
2105,546,0.0111,0.0039,4.3203,2.8000
2106,540,0.0000,0.0000,8.7869,4.0000
2107,544,0.0074,0.0026,4.3323,2.8000
2108,540,0.0000,0.0000,8.7005,4.0000
2109,544,0.0074,0.0026,4.3443,2.8000
2110,540,0.0000,0.0000,8.7138,4.0000
2111,545,0.0093,0.0032,4.3563,2.8000
2112,541,0.0019,0.0006,8.6266,4.0000
2113,545,0.0093,0.0032,4.3683,2.8000
2114,540,0.0000,0.0000,8.5836,4.0000
2115,544,0.0074,0.0026,4.3803,2.8000
2116,539,-0.0019,-0.0006,8.5338,4.0000
2117,546,0.0111,0.0039,4.3924,2.8000
2118,540,0.0000,0.0000,8.4932,4.0000
2119,544,0.0074,0.0026,4.4044,2.8000
2120,540,0.0000,0.0000,8.5110,4.0000
2121,544,0.0074,0.0026,4.4164,2.8000
2122,539,-0.0019,-0.0006,8.4188,4.0000
2123,544,0.0074,0.0026,4.4284,2.8000
2124,540,0.0000,0.0000,8.3699,4.0000
2125,544,0.0074,0.0026,4.4404,2.8000
2126,540,0.0000,0.0000,8.3698,4.0000
2127,545,0.0093,0.0032,4.4524,2.8000
2128,540,0.0000,0.0000,8.3095,4.0000
2129,544,0.0074,0.0026,4.4644,2.8000
2130,541,0.0019,0.0006,8.2688,4.0000
2131,545,0.0093,0.0032,4.4764,2.8000
2132,540,0.0000,0.0000,8.2559,4.0000
2133,544,0.0074,0.0026,4.4884,2.8000
2134,541,0.0019,0.0006,8.1719,4.0000
2135,544,0.0074,0.0026,4.5004,2.8000
2136,540,0.0000,0.0000,8.1885,4.0000
2137,544,0.0074,0.0026,4.5124,2.8000
2138,540,0.0000,0.0000,8.1392,4.0000
2139,544,0.0074,0.0026,4.5244,2.8000
2140,539,-0.0019,-0.0006,8.0590,4.0000
2141,545,0.0093,0.0032,4.5364,2.8000
2142,540,0.0000,0.0000,8.0802,4.0000
2143,544,0.0074,0.0026,4.5484,2.8000
2144,540,0.0000,0.0000,8.0335,4.0000
2145,544,0.0074,0.0026,4.5604,2.8000
2146,541,0.0019,0.0006,7.9247,4.0000
2147,545,0.0093,0.0032,4.5724,2.8000
2148,540,0.0000,0.0000,7.9485,4.0000
2149,545,0.0093,0.0032,4.5844,2.8000
2150,540,0.0000,0.0000,7.9230,4.0000
2151,545,0.0093,0.0032,4.5965,2.8000
2152,541,0.0019,0.0006,7.8259,4.0000
2153,545,0.0093,0.0032,4.6085,2.8000
2154,540,0.0000,0.0000,7.8262,4.0000
2155,545,0.0093,0.0032,4.6205,2.8000
2156,541,0.0019,0.0006,7.7432,4.0000
2157,545,0.0093,0.0032,4.6325,2.8000
2158,540,0.0000,0.0000,7.7437,4.0000
2159,544,0.0074,0.0026,4.6445,2.8000
2160,541,0.0019,0.0006,7.6624,4.0000
2161,545,0.0093,0.0032,4.6565,2.8000
2162,540,0.0000,0.0000,7.6605,4.0000
2163,544,0.0074,0.0026,4.6685,2.8000
2164,541,0.0019,0.0006,7.5997,4.0000
2165,544,0.0074,0.0026,4.6805,2.8000
2166,540,0.0000,0.0000,7.5329,4.0000
2167,543,0.0056,0.0019,4.6925,2.8000
2168,542,0.0037,0.0013,7.5103,4.0000
2169,544,0.0074,0.0026,4.7045,2.8000
2170,540,0.0000,0.0000,7.5143,4.0000
2171,545,0.0093,0.0032,4.7165,2.8000
2172,541,0.0019,0.0006,7.3810,4.0000
2173,544,0.0074,0.0026,4.7285,2.8000
2174,541,0.0019,0.0006,7.4197,4.0000
2175,544,0.0074,0.0026,4.7405,2.8000
2176,540,0.0000,0.0000,7.3954,4.0000
2177,545,0.0093,0.0032,4.7525,2.8000
2178,542,0.0037,0.0013,7.3141,4.0000
2179,544,0.0074,0.0026,4.7645,2.8000
2180,541,0.0019,0.0006,7.2764,4.0000
2181,544,0.0074,0.0026,4.7765,2.8000
2182,541,0.0019,0.0006,7.2484,4.0000
2183,544,0.0074,0.0026,4.7886,2.8000
2184,541,0.0019,0.0006,7.2078,4.0000
2185,543,0.0056,0.0019,4.8006,2.8000
2186,541,0.0019,0.0006,7.1300,4.0000
2187,544,0.0074,0.0026,4.8126,2.8000
2188,541,0.0019,0.0006,7.1065,4.0000
2189,543,0.0056,0.0019,4.8246,2.8000
2190,541,0.0019,0.0006,7.0642,4.0000
2191,544,0.0074,0.0026,4.8366,2.8000
2192,542,0.0037,0.0013,6.9962,4.0000
2193,543,0.0056,0.0019,4.8486,2.8000
2194,542,0.0037,0.0013,6.9775,4.0000
2195,544,0.0074,0.0026,4.8606,2.8000
2196,541,0.0019,0.0006,6.9171,4.0000
