"Step","dqn - train/reward_mean","dqn - train/reward_mean__MIN","dqn - train/reward_mean__MAX"
"893","-82.37557336391343","-82.37557336391343","-82.37557336391343"
"894","-82.63317240114252","-82.63317240114252","-82.63317240114252"
"895","-82.76766452887023","-82.76766452887023","-82.76766452887023"
"896","-82.95018630194404","-82.95018630194404","-82.95018630194404"
"897","-83.14902937228719","-83.14902937228719","-83.14902937228719"
"898","-82.98123043951506","-82.98123043951506","-82.98123043951506"
"899","-82.62443140082455","-82.62443140082455","-82.62443140082455"
"900","-82.52907697504779","-82.52907697504779","-82.52907697504779"
"901","-82.52227663981189","-82.52227663981189","-82.52227663981189"
"902","-82.42685537480658","-82.42685537480658","-82.42685537480658"
"903","-82.61241945854763","-82.61241945854763","-82.61241945854763"
"904","-82.5112828870062","-82.5112828870062","-82.5112828870062"
"905","-83.18413536836768","-83.18413536836768","-83.18413536836768"
"906","-83.22435600571708","-83.22435600571708","-83.22435600571708"
"907","-82.48996298594776","-82.48996298594776","-82.48996298594776"
"908","-82.62090035727623","-82.62090035727623","-82.62090035727623"
"909","-82.46577089433002","-82.46577089433002","-82.46577089433002"
"910","-82.3338889920749","-82.3338889920749","-82.3338889920749"
"911","-82.49719086991998","-82.49719086991998","-82.49719086991998"
"912","-82.81558141626792","-82.81558141626792","-82.81558141626792"
"913","-82.77053361377122","-82.77053361377122","-82.77053361377122"
"914","-82.90096133755895","-82.90096133755895","-82.90096133755895"
"915","-82.92140125822651","-82.92140125822651","-82.92140125822651"
"916","-82.87123534480484","-82.87123534480484","-82.87123534480484"
"917","-82.66491579599122","-82.66491579599122","-82.66491579599122"
"918","-82.86004356506655","-82.86004356506655","-82.86004356506655"
"919","-82.88095586722626","-82.88095586722626","-82.88095586722626"
"920","-82.97837595423593","-82.97837595423593","-82.97837595423593"
"921","-83.10829937776926","-83.10829937776926","-83.10829937776926"
"922","-82.8849526986331","-82.8849526986331","-82.8849526986331"
"923","-82.6039876187444","-82.6039876187444","-82.6039876187444"
"924","-82.70027134968838","-82.70027134968838","-82.70027134968838"
"925","-82.76530994889265","-82.76530994889265","-82.76530994889265"
"926","-82.65521609771004","-82.65521609771004","-82.65521609771004"
"927","-82.62183605962372","-82.62183605962372","-82.62183605962372"
"928","-82.89231233813273","-82.89231233813273","-82.89231233813273"
"929","-82.84802671647103","-82.84802671647103","-82.84802671647103"
"930","-82.37545937879415","-82.37545937879415","-82.37545937879415"
"931","-81.92653857600348","-81.92653857600348","-81.92653857600348"
"932","-81.9451167858153","-81.9451167858153","-81.9451167858153"
"933","-81.88271281282822","-81.88271281282822","-81.88271281282822"
"934","-81.5732340832747","-81.5732340832747","-81.5732340832747"
"935","-81.59988519023577","-81.59988519023577","-81.59988519023577"
"936","-81.53492192743285","-81.53492192743285","-81.53492192743285"
"937","-81.68876208566067","-81.68876208566067","-81.68876208566067"
"938","-81.46175358051373","-81.46175358051373","-81.46175358051373"
"939","-81.46738450888482","-81.46738450888482","-81.46738450888482"
"940","-81.84585542005425","-81.84585542005425","-81.84585542005425"
"941","-81.73044755066684","-81.73044755066684","-81.73044755066684"
"942","-81.71594790785511","-81.71594790785511","-81.71594790785511"
"943","-82.00982102062957","-82.00982102062957","-82.00982102062957"
"944","-82.05086851644268","-82.05086851644268","-82.05086851644268"
"945","-82.21214693788843","-82.21214693788843","-82.21214693788843"
"946","-82.51936437759487","-82.51936437759487","-82.51936437759487"
"947","-82.3967377413058","-82.3967377413058","-82.3967377413058"
"948","-82.43245221604997","-82.43245221604997","-82.43245221604997"
"949","-82.72894936007386","-82.72894936007386","-82.72894936007386"
"950","-82.84086731699233","-82.84086731699233","-82.84086731699233"
"951","-82.68456546337282","-82.68456546337282","-82.68456546337282"
"952","-82.63088359192884","-82.63088359192884","-82.63088359192884"
"953","-82.86279785404851","-82.86279785404851","-82.86279785404851"
"954","-82.29264798681656","-82.29264798681656","-82.29264798681656"
"955","-82.17840447814608","-82.17840447814608","-82.17840447814608"
"956","-82.1321064251981","-82.1321064251981","-82.1321064251981"
"957","-81.62024737491225","-81.62024737491225","-81.62024737491225"
"958","-81.8791712876684","-81.8791712876684","-81.8791712876684"
"959","-81.843545941086","-81.843545941086","-81.843545941086"
"960","-81.7533399473219","-81.7533399473219","-81.7533399473219"
"961","-82.05282237788614","-82.05282237788614","-82.05282237788614"
"962","-82.11324335308699","-82.11324335308699","-82.11324335308699"
"963","-82.271675538979","-82.271675538979","-82.271675538979"
"964","-82.26901049451855","-82.26901049451855","-82.26901049451855"
"965","-82.09991014830256","-82.09991014830256","-82.09991014830256"
"966","-81.9809768357682","-81.9809768357682","-81.9809768357682"
"967","-81.70113247107668","-81.70113247107668","-81.70113247107668"
"968","-81.73486908469302","-81.73486908469302","-81.73486908469302"
"969","-81.69130681980354","-81.69130681980354","-81.69130681980354"
"970","-81.64693084474605","-81.64693084474605","-81.64693084474605"
"971","-81.48679577043232","-81.48679577043232","-81.48679577043232"
"972","-81.32371105138165","-81.32371105138165","-81.32371105138165"
"973","-81.93535706998733","-81.93535706998733","-81.93535706998733"
"974","-81.76136731347022","-81.76136731347022","-81.76136731347022"
"975","-81.75212443638546","-81.75212443638546","-81.75212443638546"
"976","-81.61003079739352","-81.61003079739352","-81.61003079739352"
"977","-81.59100998758291","-81.59100998758291","-81.59100998758291"
"978","-81.79555931537365","-81.79555931537365","-81.79555931537365"
"979","-81.6133931546933","-81.6133931546933","-81.6133931546933"
"980","-81.4336187297753","-81.4336187297753","-81.4336187297753"
"981","-81.08482646834989","-81.08482646834989","-81.08482646834989"
"982","-81.0628261443316","-81.0628261443316","-81.0628261443316"
"983","-80.98718486105045","-80.98718486105045","-80.98718486105045"
"984","-80.98223753222217","-80.98223753222217","-80.98223753222217"
"985","-80.88426242575002","-80.88426242575002","-80.88426242575002"
"986","-80.75015289168758","-80.75015289168758","-80.75015289168758"
"987","-80.76317944018123","-80.76317944018123","-80.76317944018123"
"988","-80.74950296853622","-80.74950296853622","-80.74950296853622"
"989","-80.55589290454937","-80.55589290454937","-80.55589290454937"
"990","-80.13600276366789","-80.13600276366789","-80.13600276366789"
"991","-79.74236480755714","-79.74236480755714","-79.74236480755714"
"992","-79.87732968663778","-79.87732968663778","-79.87732968663778"
"993","-80.07181855451297","-80.07181855451297","-80.07181855451297"
"994","-80.09094469731656","-80.09094469731656","-80.09094469731656"
"995","-80.26014982324075","-80.26014982324075","-80.26014982324075"
"996","-80.159729328621","-80.159729328621","-80.159729328621"
"997","-80.12559485523012","-80.12559485523012","-80.12559485523012"
"998","-80.05285591619071","-80.05285591619071","-80.05285591619071"
"999","-80.04713292751443","-80.04713292751443","-80.04713292751443"
"1000","-79.44340988541003","-79.44340988541003","-79.44340988541003"
"1001","-79.33901902997849","-79.33901902997849","-79.33901902997849"
"1002","-79.37243586001918","-79.37243586001918","-79.37243586001918"
"1003","-79.4515999423759","-79.4515999423759","-79.4515999423759"
"1004","-79.10992765039671","-79.10992765039671","-79.10992765039671"
"1005","-79.05162275998387","-79.05162275998387","-79.05162275998387"
"1006","-79.0143275443511","-79.0143275443511","-79.0143275443511"
"1007","-79.56214838622604","-79.56214838622604","-79.56214838622604"
"1008","-79.71977403492201","-79.71977403492201","-79.71977403492201"
"1009","-79.65794152778574","-79.65794152778574","-79.65794152778574"
"1010","-79.74123028215486","-79.74123028215486","-79.74123028215486"
"1011","-79.62400158761535","-79.62400158761535","-79.62400158761535"
"1012","-79.13578692459036","-79.13578692459036","-79.13578692459036"
"1013","-79.10457748448943","-79.10457748448943","-79.10457748448943"
"1014","-79.11757625755388","-79.11757625755388","-79.11757625755388"
"1015","-79.07536735425238","-79.07536735425238","-79.07536735425238"
"1016","-79.1001350013772","-79.1001350013772","-79.1001350013772"
"1017","-79.39117084882223","-79.39117084882223","-79.39117084882223"
"1018","-79.2086272530537","-79.2086272530537","-79.2086272530537"
"1019","-79.0444348448934","-79.0444348448934","-79.0444348448934"
"1020","-79.07294873610604","-79.07294873610604","-79.07294873610604"
"1021","-79.25197535039392","-79.25197535039392","-79.25197535039392"
"1022","-79.23360982162413","-79.23360982162413","-79.23360982162413"
"1023","-79.36726161375177","-79.36726161375177","-79.36726161375177"
"1024","-79.10868524741382","-79.10868524741382","-79.10868524741382"
"1025","-79.4258717409335","-79.4258717409335","-79.4258717409335"
"1026","-78.83120864061638","-78.83120864061638","-78.83120864061638"
"1027","-78.80678018800914","-78.80678018800914","-78.80678018800914"
"1028","-78.5544934752537","-78.5544934752537","-78.5544934752537"
"1029","-78.54797556576784","-78.54797556576784","-78.54797556576784"
"1030","-78.95414107210469","-78.95414107210469","-78.95414107210469"
"1031","-79.3168690336449","-79.3168690336449","-79.3168690336449"
"1032","-79.14088126178365","-79.14088126178365","-79.14088126178365"
"1033","-79.24386293563526","-79.24386293563526","-79.24386293563526"
"1034","-79.65230039464309","-79.65230039464309","-79.65230039464309"
"1035","-79.79155994275585","-79.79155994275585","-79.79155994275585"
"1036","-79.74299633201211","-79.74299633201211","-79.74299633201211"
"1037","-79.59157857099082","-79.59157857099082","-79.59157857099082"
"1038","-79.73541473438497","-79.73541473438497","-79.73541473438497"
"1039","-79.73347115160432","-79.73347115160432","-79.73347115160432"
"1040","-79.65220745425205","-79.65220745425205","-79.65220745425205"
"1041","-79.7946419769479","-79.7946419769479","-79.7946419769479"
"1042","-79.754859826467","-79.754859826467","-79.754859826467"
"1043","-79.90660516088829","-79.90660516088829","-79.90660516088829"
"1044","-79.74121050579474","-79.74121050579474","-79.74121050579474"
"1045","-79.98910557655152","-79.98910557655152","-79.98910557655152"
"1046","-80.0318467480503","-80.0318467480503","-80.0318467480503"
"1047","-80.04078985527158","-80.04078985527158","-80.04078985527158"
"1048","-79.76346076345071","-79.76346076345071","-79.76346076345071"
"1049","-79.58335259476677","-79.58335259476677","-79.58335259476677"
"1050","-79.59182460702955","-79.59182460702955","-79.59182460702955"
"1051","-78.96218981850892","-78.96218981850892","-78.96218981850892"
"1052","-78.84243397423998","-78.84243397423998","-78.84243397423998"
"1053","-78.61885227893013","-78.61885227893013","-78.61885227893013"
"1054","-78.6584390947735","-78.6584390947735","-78.6584390947735"
"1055","-78.74776804800611","-78.74776804800611","-78.74776804800611"
"1056","-78.76089706437196","-78.76089706437196","-78.76089706437196"
"1057","-79.17708934469614","-79.17708934469614","-79.17708934469614"
"1058","-78.90135091113392","-78.90135091113392","-78.90135091113392"
"1059","-78.89175748007838","-78.89175748007838","-78.89175748007838"
"1060","-78.84308089443017","-78.84308089443017","-78.84308089443017"
"1061","-78.63004468061496","-78.63004468061496","-78.63004468061496"
"1062","-78.41277126224246","-78.41277126224246","-78.41277126224246"
"1063","-78.41605118603911","-78.41605118603911","-78.41605118603911"
"1064","-78.38858420624864","-78.38858420624864","-78.38858420624864"
"1065","-78.36122889738064","-78.36122889738064","-78.36122889738064"
"1066","-78.41473062506877","-78.41473062506877","-78.41473062506877"
"1067","-78.68662714510225","-78.68662714510225","-78.68662714510225"
"1068","-78.76156359841116","-78.76156359841116","-78.76156359841116"
"1069","-78.63430593867321","-78.63430593867321","-78.63430593867321"
"1070","-78.53606284082402","-78.53606284082402","-78.53606284082402"
"1071","-78.68080608692486","-78.68080608692486","-78.68080608692486"
"1072","-78.83025542285293","-78.83025542285293","-78.83025542285293"
"1073","-78.78201713204383","-78.78201713204383","-78.78201713204383"
"1074","-78.8078396195732","-78.8078396195732","-78.8078396195732"
"1075","-78.94535449037329","-78.94535449037329","-78.94535449037329"
"1076","-79.06897450582125","-79.06897450582125","-79.06897450582125"
"1077","-78.98070323099383","-78.98070323099383","-78.98070323099383"
"1078","-78.7931945966743","-78.7931945966743","-78.7931945966743"
"1079","-78.29208394439891","-78.29208394439891","-78.29208394439891"
"1080","-78.56546552667395","-78.56546552667395","-78.56546552667395"
"1081","-79.12238206743729","-79.12238206743729","-79.12238206743729"
"1082","-79.12452988566365","-79.12452988566365","-79.12452988566365"
"1083","-79.02922170117031","-79.02922170117031","-79.02922170117031"
"1084","-79.03734128221404","-79.03734128221404","-79.03734128221404"
"1085","-79.05595508217345","-79.05595508217345","-79.05595508217345"
"1086","-79.11527133715805","-79.11527133715805","-79.11527133715805"
"1087","-79.10154452844057","-79.10154452844057","-79.10154452844057"
"1088","-79.0441564116953","-79.0441564116953","-79.0441564116953"
"1089","-79.36081535835285","-79.36081535835285","-79.36081535835285"
"1090","-79.95407130546867","-79.95407130546867","-79.95407130546867"
"1091","-80.35091130170039","-80.35091130170039","-80.35091130170039"
"1092","-80.22085474985651","-80.22085474985651","-80.22085474985651"
"1093","-80.31847076718695","-80.31847076718695","-80.31847076718695"
"1094","-80.78710390579887","-80.78710390579887","-80.78710390579887"
"1095","-80.50412558614276","-80.50412558614276","-80.50412558614276"
"1096","-80.53569061046001","-80.53569061046001","-80.53569061046001"
"1097","-80.73479250059928","-80.73479250059928","-80.73479250059928"
"1098","-80.7630730720656","-80.7630730720656","-80.7630730720656"
"1099","-80.75989889575634","-80.75989889575634","-80.75989889575634"
"1100","-81.36820960261393","-81.36820960261393","-81.36820960261393"
"1101","-81.61111637656577","-81.61111637656577","-81.61111637656577"
"1102","-81.47036569774616","-81.47036569774616","-81.47036569774616"
"1103","-81.19167240445502","-81.19167240445502","-81.19167240445502"
"1104","-81.0951341967471","-81.0951341967471","-81.0951341967471"
"1105","-81.02535826055333","-81.02535826055333","-81.02535826055333"
"1106","-81.0402173438482","-81.0402173438482","-81.0402173438482"
"1107","-81.01197763741017","-81.01197763741017","-81.01197763741017"
"1108","-80.73044908542187","-80.73044908542187","-80.73044908542187"
"1109","-80.92996610147412","-80.92996610147412","-80.92996610147412"
"1110","-81.07845222672448","-81.07845222672448","-81.07845222672448"
"1111","-81.13699973376002","-81.13699973376002","-81.13699973376002"
"1112","-81.22258933370932","-81.22258933370932","-81.22258933370932"
"1113","-81.2262557895109","-81.2262557895109","-81.2262557895109"
"1114","-81.22008409034461","-81.22008409034461","-81.22008409034461"
"1115","-81.2200948434323","-81.2200948434323","-81.2200948434323"
"1116","-81.41815495777875","-81.41815495777875","-81.41815495777875"
"1117","-81.22390155585018","-81.22390155585018","-81.22390155585018"
"1118","-81.26340313059744","-81.26340313059744","-81.26340313059744"
"1119","-81.58814304329455","-81.58814304329455","-81.58814304329455"
"1120","-81.62489860188217","-81.62489860188217","-81.62489860188217"
"1121","-81.41427364527247","-81.41427364527247","-81.41427364527247"
"1122","-81.73355743654538","-81.73355743654538","-81.73355743654538"
"1123","-81.32623551076279","-81.32623551076279","-81.32623551076279"
"1124","-81.27589248179459","-81.27589248179459","-81.27589248179459"
"1125","-81.08859186221845","-81.08859186221845","-81.08859186221845"
"1126","-81.85774105586577","-81.85774105586577","-81.85774105586577"
"1127","-81.85909975326155","-81.85909975326155","-81.85909975326155"
"1128","-81.79366555792745","-81.79366555792745","-81.79366555792745"
"1129","-81.79792783058714","-81.79792783058714","-81.79792783058714"
"1130","-81.82246144629549","-81.82246144629549","-81.82246144629549"
"1131","-81.78050411574077","-81.78050411574077","-81.78050411574077"
"1132","-81.48191783437039","-81.48191783437039","-81.48191783437039"
"1133","-81.46762138407678","-81.46762138407678","-81.46762138407678"
"1134","-81.3774954983918","-81.3774954983918","-81.3774954983918"
"1135","-81.25944738773164","-81.25944738773164","-81.25944738773164"
"1136","-81.17105308191385","-81.17105308191385","-81.17105308191385"
"1137","-81.38756454168819","-81.38756454168819","-81.38756454168819"
"1138","-81.30944515979849","-81.30944515979849","-81.30944515979849"
"1139","-81.41980024361051","-81.41980024361051","-81.41980024361051"
"1140","-81.55463278961368","-81.55463278961368","-81.55463278961368"
"1141","-81.62700356819667","-81.62700356819667","-81.62700356819667"
"1142","-81.43294567043893","-81.43294567043893","-81.43294567043893"
"1143","-81.54139610558282","-81.54139610558282","-81.54139610558282"
"1144","-81.73731002239045","-81.73731002239045","-81.73731002239045"
"1145","-81.51696302608121","-81.51696302608121","-81.51696302608121"
"1146","-81.53605515907053","-81.53605515907053","-81.53605515907053"
"1147","-81.54147833358962","-81.54147833358962","-81.54147833358962"
"1148","-81.6666660974035","-81.6666660974035","-81.6666660974035"
"1149","-81.96941183088813","-81.96941183088813","-81.96941183088813"
"1150","-81.89191141307819","-81.89191141307819","-81.89191141307819"
"1151","-82.90312056612689","-82.90312056612689","-82.90312056612689"
"1152","-83.13074097645003","-83.13074097645003","-83.13074097645003"
"1153","-83.0838810912706","-83.0838810912706","-83.0838810912706"
"1154","-83.3333421460446","-83.3333421460446","-83.3333421460446"
"1155","-83.23318677457515","-83.23318677457515","-83.23318677457515"
"1156","-83.19903442411218","-83.19903442411218","-83.19903442411218"
"1157","-83.209286537976","-83.209286537976","-83.209286537976"
"1158","-83.2268087475421","-83.2268087475421","-83.2268087475421"
"1159","-83.25136032313574","-83.25136032313574","-83.25136032313574"
"1160","-83.28448163509835","-83.28448163509835","-83.28448163509835"
"1161","-83.30445071019697","-83.30445071019697","-83.30445071019697"
"1162","-83.72555941096041","-83.72555941096041","-83.72555941096041"
"1163","-83.70397028197068","-83.70397028197068","-83.70397028197068"
"1164","-83.70281907486263","-83.70281907486263","-83.70281907486263"
"1165","-83.77925293826497","-83.77925293826497","-83.77925293826497"
"1166","-83.96214691339992","-83.96214691339992","-83.96214691339992"
"1167","-83.8121946684178","-83.8121946684178","-83.8121946684178"
"1168","-83.75956532594748","-83.75956532594748","-83.75956532594748"
"1169","-83.80134753346444","-83.80134753346444","-83.80134753346444"
"1170","-83.94397131634877","-83.94397131634877","-83.94397131634877"
"1171","-83.97383536271751","-83.97383536271751","-83.97383536271751"
"1172","-83.99566537545994","-83.99566537545994","-83.99566537545994"
"1173","-83.98719845855608","-83.98719845855608","-83.98719845855608"
"1174","-83.98696952797472","-83.98696952797472","-83.98696952797472"
"1175","-84.00552275821566","-84.00552275821566","-84.00552275821566"
"1176","-83.97051756482571","-83.97051756482571","-83.97051756482571"
"1177","-84.02654812645167","-84.02654812645167","-84.02654812645167"
"1178","-84.01574119121767","-84.01574119121767","-84.01574119121767"
"1179","-84.48584192979149","-84.48584192979149","-84.48584192979149"
"1180","-84.66631391058677","-84.66631391058677","-84.66631391058677"
"1181","-84.2333905158518","-84.2333905158518","-84.2333905158518"
"1182","-84.22649448390584","-84.22649448390584","-84.22649448390584"
"1183","-84.54398879506626","-84.54398879506626","-84.54398879506626"
"1184","-84.15313407120294","-84.15313407120294","-84.15313407120294"
"1185","-84.13569784873165","-84.13569784873165","-84.13569784873165"
"1186","-84.11145959778689","-84.11145959778689","-84.11145959778689"
"1187","-83.97645656201989","-83.97645656201989","-83.97645656201989"
"1188","-83.9425861806795","-83.9425861806795","-83.9425861806795"
"1189","-83.71440888684243","-83.71440888684243","-83.71440888684243"
"1190","-83.48153031256982","-83.48153031256982","-83.48153031256982"
"1191","-82.99726926715579","-82.99726926715579","-82.99726926715579"
"1192","-83.32966559316031","-83.32966559316031","-83.32966559316031"
"1193","-82.76799755297601","-82.76799755297601","-82.76799755297601"
"1194","-82.46513924762607","-82.46513924762607","-82.46513924762607"
"1195","-82.34334033997729","-82.34334033997729","-82.34334033997729"
"1196","-82.26393316376489","-82.26393316376489","-82.26393316376489"
"1197","-82.07522899884265","-82.07522899884265","-82.07522899884265"
"1198","-82.01804082014132","-82.01804082014132","-82.01804082014132"
"1199","-81.96111633098218","-81.96111633098218","-81.96111633098218"
"1200","-81.97855714254547","-81.97855714254547","-81.97855714254547"
"1201","-81.764444984179","-81.764444984179","-81.764444984179"
"1202","-81.85730309704319","-81.85730309704319","-81.85730309704319"
"1203","-81.92845584808383","-81.92845584808383","-81.92845584808383"
"1204","-82.41193732557353","-82.41193732557353","-82.41193732557353"
"1205","-82.51342391235288","-82.51342391235288","-82.51342391235288"
"1206","-82.5491837570211","-82.5491837570211","-82.5491837570211"
"1207","-82.81080638811923","-82.81080638811923","-82.81080638811923"
"1208","-82.82348485405092","-82.82348485405092","-82.82348485405092"
"1209","-82.53604869813192","-82.53604869813192","-82.53604869813192"
"1210","-82.49795756092296","-82.49795756092296","-82.49795756092296"
"1211","-82.45713861585129","-82.45713861585129","-82.45713861585129"
"1212","-82.48215835629031","-82.48215835629031","-82.48215835629031"
"1213","-82.4729661870608","-82.4729661870608","-82.4729661870608"
"1214","-82.47443019807804","-82.47443019807804","-82.47443019807804"
"1215","-82.50236349631567","-82.50236349631567","-82.50236349631567"
"1216","-82.28442813395057","-82.28442813395057","-82.28442813395057"
"1217","-82.20299424859229","-82.20299424859229","-82.20299424859229"
"1218","-82.31445976751391","-82.31445976751391","-82.31445976751391"
"1219","-82.1503994713351","-82.1503994713351","-82.1503994713351"
"1220","-82.0193846992217","-82.0193846992217","-82.0193846992217"
"1221","-82.10413103496656","-82.10413103496656","-82.10413103496656"
"1222","-81.74830128992443","-81.74830128992443","-81.74830128992443"
"1223","-82.16973960029893","-82.16973960029893","-82.16973960029893"
"1224","-82.41715032418725","-82.41715032418725","-82.41715032418725"
"1225","-82.49433455783408","-82.49433455783408","-82.49433455783408"
"1226","-82.48633740698453","-82.48633740698453","-82.48633740698453"
"1227","-82.67996529893485","-82.67996529893485","-82.67996529893485"
"1228","-82.691495132423","-82.691495132423","-82.691495132423"
"1229","-82.68442636906634","-82.68442636906634","-82.68442636906634"
"1230","-82.66089852921199","-82.66089852921199","-82.66089852921199"
"1231","-82.71582252002787","-82.71582252002787","-82.71582252002787"
"1232","-83.17590856965165","-83.17590856965165","-83.17590856965165"
"1233","-83.06003992143087","-83.06003992143087","-83.06003992143087"
"1234","-82.90360238601454","-82.90360238601454","-82.90360238601454"
"1235","-82.88509096073918","-82.88509096073918","-82.88509096073918"
"1236","-82.95951388278044","-82.95951388278044","-82.95951388278044"
"1237","-82.83119844220579","-82.83119844220579","-82.83119844220579"
"1238","-82.81814541816712","-82.81814541816712","-82.81814541816712"
"1239","-82.84397083872929","-82.84397083872929","-82.84397083872929"
"1240","-82.69372953424231","-82.69372953424231","-82.69372953424231"
"1241","-82.4127155560255","-82.4127155560255","-82.4127155560255"
"1242","-82.68751349609346","-82.68751349609346","-82.68751349609346"
"1243","-82.71735409322194","-82.71735409322194","-82.71735409322194"
"1244","-82.49134732746519","-82.49134732746519","-82.49134732746519"
"1245","-82.3822405826021","-82.3822405826021","-82.3822405826021"
"1246","-82.44175257234834","-82.44175257234834","-82.44175257234834"
"1247","-82.46808295766823","-82.46808295766823","-82.46808295766823"
"1248","-82.34421320754103","-82.34421320754103","-82.34421320754103"
"1249","-82.20015408289619","-82.20015408289619","-82.20015408289619"
"1250","-82.1541996410722","-82.1541996410722","-82.1541996410722"
"1251","-81.45101426891982","-81.45101426891982","-81.45101426891982"
"1252","-81.39442192427813","-81.39442192427813","-81.39442192427813"
"1253","-81.56852998422458","-81.56852998422458","-81.56852998422458"
"1254","-81.70707851989195","-81.70707851989195","-81.70707851989195"
"1255","-81.81204056408723","-81.81204056408723","-81.81204056408723"
"1256","-81.8251043714257","-81.8251043714257","-81.8251043714257"
"1257","-81.82014711391646","-81.82014711391646","-81.82014711391646"
"1258","-82.09034632089082","-82.09034632089082","-82.09034632089082"
"1259","-82.13326319938992","-82.13326319938992","-82.13326319938992"
"1260","-82.11634580009151","-82.11634580009151","-82.11634580009151"
"1261","-81.76416012712289","-81.76416012712289","-81.76416012712289"
"1262","-81.38189111155924","-81.38189111155924","-81.38189111155924"
"1263","-81.51091491691302","-81.51091491691302","-81.51091491691302"
"1264","-81.49070599689614","-81.49070599689614","-81.49070599689614"
"1265","-81.05051185228862","-81.05051185228862","-81.05051185228862"
"1266","-80.77204824234359","-80.77204824234359","-80.77204824234359"
"1267","-80.75579385793768","-80.75579385793768","-80.75579385793768"
"1268","-80.8241741089616","-80.8241741089616","-80.8241741089616"
"1269","-80.93504379002843","-80.93504379002843","-80.93504379002843"
"1270","-80.9530875762878","-80.9530875762878","-80.9530875762878"
"1271","-80.41925863718149","-80.41925863718149","-80.41925863718149"
"1272","-80.26769300659653","-80.26769300659653","-80.26769300659653"
"1273","-80.20951501623261","-80.20951501623261","-80.20951501623261"
"1274","-80.09178725110833","-80.09178725110833","-80.09178725110833"
"1275","-80.04520052804146","-80.04520052804146","-80.04520052804146"
"1276","-79.90365296280477","-79.90365296280477","-79.90365296280477"
"1277","-79.95926917674485","-79.95926917674485","-79.95926917674485"
"1278","-79.80128771046643","-79.80128771046643","-79.80128771046643"
"1279","-79.74369914470707","-79.74369914470707","-79.74369914470707"
"1280","-79.44927805651444","-79.44927805651444","-79.44927805651444"
"1281","-79.72221998573747","-79.72221998573747","-79.72221998573747"
"1282","-79.73057395517361","-79.73057395517361","-79.73057395517361"
"1283","-79.83660556804854","-79.83660556804854","-79.83660556804854"
"1284","-80.35126615948975","-80.35126615948975","-80.35126615948975"
"1285","-80.33898991547525","-80.33898991547525","-80.33898991547525"
"1286","-80.53562955406029","-80.53562955406029","-80.53562955406029"
"1287","-80.39917791974266","-80.39917791974266","-80.39917791974266"
"1288","-80.30837950958404","-80.30837950958404","-80.30837950958404"
"1289","-79.92726261316798","-79.92726261316798","-79.92726261316798"
"1290","-80.06702598882839","-80.06702598882839","-80.06702598882839"
"1291","-80.72187280336861","-80.72187280336861","-80.72187280336861"
"1292","-80.7008027560357","-80.7008027560357","-80.7008027560357"
"1293","-81.21295505046379","-81.21295505046379","-81.21295505046379"
"1294","-81.48128356647211","-81.48128356647211","-81.48128356647211"
"1295","-81.70212186998222","-81.70212186998222","-81.70212186998222"
"1296","-81.73738628339488","-81.73738628339488","-81.73738628339488"
"1297","-81.81006161813158","-81.81006161813158","-81.81006161813158"
"1298","-81.93853923865129","-81.93853923865129","-81.93853923865129"
"1299","-81.87226491697598","-81.87226491697598","-81.87226491697598"
"1300","-81.8134025245579","-81.8134025245579","-81.8134025245579"
"1301","-81.8193344763806","-81.8193344763806","-81.8193344763806"
"1302","-81.81200922194402","-81.81200922194402","-81.81200922194402"
"1303","-81.58556000275071","-81.58556000275071","-81.58556000275071"
"1304","-81.67972840737086","-81.67972840737086","-81.67972840737086"
"1305","-81.54462565049063","-81.54462565049063","-81.54462565049063"
"1306","-81.43723893707153","-81.43723893707153","-81.43723893707153"
"1307","-81.40358314537443","-81.40358314537443","-81.40358314537443"
"1308","-81.37602260194254","-81.37602260194254","-81.37602260194254"
"1309","-81.0358419784205","-81.0358419784205","-81.0358419784205"
"1310","-79.92469635943883","-79.92469635943883","-79.92469635943883"
"1311","-79.74465099408292","-79.74465099408292","-79.74465099408292"
"1312","-79.6790242137108","-79.6790242137108","-79.6790242137108"
"1313","-79.44192977155093","-79.44192977155093","-79.44192977155093"
"1314","-79.44316997031216","-79.44316997031216","-79.44316997031216"
"1315","-79.33211760217324","-79.33211760217324","-79.33211760217324"
"1316","-79.24863520650193","-79.24863520650193","-79.24863520650193"
"1317","-79.15859727362171","-79.15859727362171","-79.15859727362171"
"1318","-79.16420007245615","-79.16420007245615","-79.16420007245615"
"1319","-79.31599416822661","-79.31599416822661","-79.31599416822661"
"1320","-79.35096901359502","-79.35096901359502","-79.35096901359502"
"1321","-79.20257332997862","-79.20257332997862","-79.20257332997862"
"1322","-79.06027255306486","-79.06027255306486","-79.06027255306486"
"1323","-78.54038788261357","-78.54038788261357","-78.54038788261357"
"1324","-78.2980148546258","-78.2980148546258","-78.2980148546258"
"1325","-78.19749811863993","-78.19749811863993","-78.19749811863993"
"1326","-77.9723006823752","-77.9723006823752","-77.9723006823752"
"1327","-77.6748411744181","-77.6748411744181","-77.6748411744181"
"1328","-77.69026268451475","-77.69026268451475","-77.69026268451475"
"1329","-77.59347137230448","-77.59347137230448","-77.59347137230448"
"1330","-77.48829957260284","-77.48829957260284","-77.48829957260284"
"1331","-77.72142318293918","-77.72142318293918","-77.72142318293918"
