"Step","dqn - train/reward_mean","dqn - train/reward_mean__MIN","dqn - train/reward_mean__MAX"
"1768","-76.21787199874859","-76.21787199874859","-76.21787199874859"
"1769","-76.16199146558982","-76.16199146558982","-76.16199146558982"
"1770","-76.00633700707448","-76.00633700707448","-76.00633700707448"
"1771","-76.2070600865547","-76.2070600865547","-76.2070600865547"
"1772","-76.0926456636515","-76.0926456636515","-76.0926456636515"
"1773","-75.89532390970257","-75.89532390970257","-75.89532390970257"
"1774","-75.79393120342385","-75.79393120342385","-75.79393120342385"
"1775","-75.68593128041816","-75.68593128041816","-75.68593128041816"
"1776","-75.51615419798982","-75.51615419798982","-75.51615419798982"
"1777","-75.47571171311182","-75.47571171311182","-75.47571171311182"
"1778","-75.22845811930937","-75.22845811930937","-75.22845811930937"
"1779","-75.38719946192097","-75.38719946192097","-75.38719946192097"
"1780","-75.85384231019285","-75.85384231019285","-75.85384231019285"
"1781","-76.26797049161033","-76.26797049161033","-76.26797049161033"
"1782","-75.98503358816714","-75.98503358816714","-75.98503358816714"
"1783","-75.92125446580336","-75.92125446580336","-75.92125446580336"
"1784","-76.16691626965985","-76.16691626965985","-76.16691626965985"
"1785","-76.24176924779997","-76.24176924779997","-76.24176924779997"
"1786","-76.22105577832073","-76.22105577832073","-76.22105577832073"
"1787","-76.18278498498708","-76.18278498498708","-76.18278498498708"
"1788","-76.08548621015609","-76.08548621015609","-76.08548621015609"
"1789","-76.0128413729927","-76.0128413729927","-76.0128413729927"
"1790","-76.01831391323343","-76.01831391323343","-76.01831391323343"
"1791","-75.60571737213046","-75.60571737213046","-75.60571737213046"
"1792","-75.34037859743447","-75.34037859743447","-75.34037859743447"
"1793","-75.60288804380208","-75.60288804380208","-75.60288804380208"
"1794","-75.76092925895922","-75.76092925895922","-75.76092925895922"
"1795","-75.79897406331249","-75.79897406331249","-75.79897406331249"
"1796","-75.82915509740808","-75.82915509740808","-75.82915509740808"
"1797","-75.9070533662381","-75.9070533662381","-75.9070533662381"
"1798","-75.81095770406988","-75.81095770406988","-75.81095770406988"
"1799","-75.76265721676391","-75.76265721676391","-75.76265721676391"
"1800","-75.72951905712006","-75.72951905712006","-75.72951905712006"
"1801","-75.97648454166469","-75.97648454166469","-75.97648454166469"
"1802","-75.77348962945383","-75.77348962945383","-75.77348962945383"
"1803","-76.49965639659655","-76.49965639659655","-76.49965639659655"
"1804","-76.49745183586595","-76.49745183586595","-76.49745183586595"
"1805","-76.50024761786204","-76.50024761786204","-76.50024761786204"
"1806","-76.53218597013023","-76.53218597013023","-76.53218597013023"
"1807","-76.64575623575118","-76.64575623575118","-76.64575623575118"
"1808","-76.73320779213202","-76.73320779213202","-76.73320779213202"
"1809","-76.72204570440095","-76.72204570440095","-76.72204570440095"
"1810","-76.7683905572955","-76.7683905572955","-76.7683905572955"
"1811","-76.90139539733049","-76.90139539733049","-76.90139539733049"
"1812","-76.72537907948237","-76.72537907948237","-76.72537907948237"
"1813","-76.74997453301665","-76.74997453301665","-76.74997453301665"
"1814","-76.76409359704223","-76.76409359704223","-76.76409359704223"
"1815","-76.67930348222595","-76.67930348222595","-76.67930348222595"
"1816","-76.7919893831246","-76.7919893831246","-76.7919893831246"
"1817","-77.1416072364895","-77.1416072364895","-77.1416072364895"
"1818","-77.17891556248054","-77.17891556248054","-77.17891556248054"
"1819","-76.80738875414677","-76.80738875414677","-76.80738875414677"
"1820","-76.85709559140228","-76.85709559140228","-76.85709559140228"
"1821","-77.21829718238176","-77.21829718238176","-77.21829718238176"
"1822","-77.33245128022008","-77.33245128022008","-77.33245128022008"
"1823","-77.41095490095638","-77.41095490095638","-77.41095490095638"
"1824","-77.28242389313378","-77.28242389313378","-77.28242389313378"
"1825","-77.04945984445014","-77.04945984445014","-77.04945984445014"
"1826","-76.97434980783113","-76.97434980783113","-76.97434980783113"
"1827","-77.25978632842623","-77.25978632842623","-77.25978632842623"
"1828","-76.92392947418116","-76.92392947418116","-76.92392947418116"
"1829","-76.88468272389346","-76.88468272389346","-76.88468272389346"
"1830","-77.58105334044868","-77.58105334044868","-77.58105334044868"
"1831","-77.56810614570477","-77.56810614570477","-77.56810614570477"
"1832","-77.52203613538262","-77.52203613538262","-77.52203613538262"
"1833","-77.04474246209921","-77.04474246209921","-77.04474246209921"
"1834","-77.04176757779871","-77.04176757779871","-77.04176757779871"
"1835","-77.10284071079423","-77.10284071079423","-77.10284071079423"
"1836","-77.13302196335945","-77.13302196335945","-77.13302196335945"
"1837","-77.4426331269831","-77.4426331269831","-77.4426331269831"
"1838","-77.62793178620716","-77.62793178620716","-77.62793178620716"
"1839","-77.45728684121245","-77.45728684121245","-77.45728684121245"
"1840","-77.33500073898085","-77.33500073898085","-77.33500073898085"
"1841","-76.539126838911","-76.539126838911","-76.539126838911"
"1842","-76.2120969145183","-76.2120969145183","-76.2120969145183"
"1843","-76.20043401207742","-76.20043401207742","-76.20043401207742"
"1844","-76.32907640751418","-76.32907640751418","-76.32907640751418"
"1845","-76.22973023954746","-76.22973023954746","-76.22973023954746"
"1846","-76.60978373519578","-76.60978373519578","-76.60978373519578"
"1847","-76.54719242324555","-76.54719242324555","-76.54719242324555"
"1848","-76.7376111387784","-76.7376111387784","-76.7376111387784"
"1849","-76.66225949989133","-76.66225949989133","-76.66225949989133"
"1850","-76.77540500178435","-76.77540500178435","-76.77540500178435"
"1851","-76.75634645595647","-76.75634645595647","-76.75634645595647"
"1852","-76.94450628471994","-76.94450628471994","-76.94450628471994"
"1853","-76.86838841044776","-76.86838841044776","-76.86838841044776"
"1854","-77.11221634073615","-77.11221634073615","-77.11221634073615"
"1855","-77.40516981985387","-77.40516981985387","-77.40516981985387"
"1856","-76.88655820439537","-76.88655820439537","-76.88655820439537"
"1857","-76.89934707510253","-76.89934707510253","-76.89934707510253"
"1858","-76.9316056645379","-76.9316056645379","-76.9316056645379"
"1859","-77.02923805667986","-77.02923805667986","-77.02923805667986"
"1860","-77.04904838462328","-77.04904838462328","-77.04904838462328"
"1861","-76.64065671225511","-76.64065671225511","-76.64065671225511"
"1862","-76.69656930775814","-76.69656930775814","-76.69656930775814"
"1863","-76.62151096730926","-76.62151096730926","-76.62151096730926"
"1864","-76.63154960317038","-76.63154960317038","-76.63154960317038"
"1865","-76.67474158183653","-76.67474158183653","-76.67474158183653"
"1866","-76.57057189966534","-76.57057189966534","-76.57057189966534"
"1867","-76.53078384463657","-76.53078384463657","-76.53078384463657"
"1868","-76.82244195687566","-76.82244195687566","-76.82244195687566"
"1869","-76.8878798622124","-76.8878798622124","-76.8878798622124"
"1870","-76.99129781729057","-76.99129781729057","-76.99129781729057"
"1871","-76.99586723827274","-76.99586723827274","-76.99586723827274"
"1872","-76.91259220179617","-76.91259220179617","-76.91259220179617"
"1873","-76.78372277122439","-76.78372277122439","-76.78372277122439"
"1874","-76.7869307037674","-76.7869307037674","-76.7869307037674"
"1875","-76.74962118117587","-76.74962118117587","-76.74962118117587"
"1876","-76.15597091696672","-76.15597091696672","-76.15597091696672"
"1877","-76.09311458369699","-76.09311458369699","-76.09311458369699"
"1878","-76.29033319756371","-76.29033319756371","-76.29033319756371"
"1879","-76.31726533243415","-76.31726533243415","-76.31726533243415"
"1880","-76.28374657510295","-76.28374657510295","-76.28374657510295"
"1881","-76.3492693009412","-76.3492693009412","-76.3492693009412"
"1882","-76.8879127814712","-76.8879127814712","-76.8879127814712"
"1883","-76.3976605403049","-76.3976605403049","-76.3976605403049"
"1884","-76.17958276988921","-76.17958276988921","-76.17958276988921"
"1885","-76.26629394136351","-76.26629394136351","-76.26629394136351"
"1886","-76.32924432070908","-76.32924432070908","-76.32924432070908"
"1887","-76.31870221352186","-76.31870221352186","-76.31870221352186"
"1888","-76.24702783435565","-76.24702783435565","-76.24702783435565"
"1889","-76.2491886509208","-76.2491886509208","-76.2491886509208"
"1890","-76.22576274309289","-76.22576274309289","-76.22576274309289"
"1891","-76.62258108785358","-76.62258108785358","-76.62258108785358"
"1892","-76.6977041071279","-76.6977041071279","-76.6977041071279"
"1893","-76.8986926457284","-76.8986926457284","-76.8986926457284"
"1894","-76.73628454526869","-76.73628454526869","-76.73628454526869"
"1895","-76.762661199197","-76.762661199197","-76.762661199197"
"1896","-76.7954044089837","-76.7954044089837","-76.7954044089837"
"1897","-76.82461600275693","-76.82461600275693","-76.82461600275693"
"1898","-76.76335326738172","-76.76335326738172","-76.76335326738172"
"1899","-76.71160380504541","-76.71160380504541","-76.71160380504541"
"1900","-76.79567004311346","-76.79567004311346","-76.79567004311346"
"1901","-76.85403772364818","-76.85403772364818","-76.85403772364818"
"1902","-77.03010993534215","-77.03010993534215","-77.03010993534215"
"1903","-76.94956447528192","-76.94956447528192","-76.94956447528192"
"1904","-76.91227995234989","-76.91227995234989","-76.91227995234989"
"1905","-76.75318604804092","-76.75318604804092","-76.75318604804092"
"1906","-75.75680100089852","-75.75680100089852","-75.75680100089852"
"1907","-75.71723641091008","-75.71723641091008","-75.71723641091008"
"1908","-75.58059080113638","-75.58059080113638","-75.58059080113638"
"1909","-75.74658819659595","-75.74658819659595","-75.74658819659595"
"1910","-75.63282318814639","-75.63282318814639","-75.63282318814639"
"1911","-75.64587939693574","-75.64587939693574","-75.64587939693574"
"1912","-75.71682788222078","-75.71682788222078","-75.71682788222078"
"1913","-75.8597901681157","-75.8597901681157","-75.8597901681157"
"1914","-75.85926931616832","-75.85926931616832","-75.85926931616832"
"1915","-75.8618993781645","-75.8618993781645","-75.8618993781645"
"1916","-75.8158045705732","-75.8158045705732","-75.8158045705732"
"1917","-75.54036682776623","-75.54036682776623","-75.54036682776623"
"1918","-75.28876319890358","-75.28876319890358","-75.28876319890358"
"1919","-75.67463051399216","-75.67463051399216","-75.67463051399216"
"1920","-75.27637796223163","-75.27637796223163","-75.27637796223163"
"1921","-75.49711216239258","-75.49711216239258","-75.49711216239258"
"1922","-75.44555902990047","-75.44555902990047","-75.44555902990047"
"1923","-75.38200810492505","-75.38200810492505","-75.38200810492505"
"1924","-75.4528939739475","-75.4528939739475","-75.4528939739475"
"1925","-75.58266097654123","-75.58266097654123","-75.58266097654123"
"1926","-75.69461289769504","-75.69461289769504","-75.69461289769504"
"1927","-75.28042330418248","-75.28042330418248","-75.28042330418248"
"1928","-75.71032772995997","-75.71032772995997","-75.71032772995997"
"1929","-75.90704370654653","-75.90704370654653","-75.90704370654653"
"1930","-75.7665576706035","-75.7665576706035","-75.7665576706035"
"1931","-75.84894072679337","-75.84894072679337","-75.84894072679337"
"1932","-76.08785136641004","-76.08785136641004","-76.08785136641004"
"1933","-76.4588703031512","-76.4588703031512","-76.4588703031512"
"1934","-75.75546733387746","-75.75546733387746","-75.75546733387746"
"1935","-75.38618579233997","-75.38618579233997","-75.38618579233997"
"1936","-74.75586570934392","-74.75586570934392","-74.75586570934392"
"1937","-74.12889450671616","-74.12889450671616","-74.12889450671616"
"1938","-73.96773617566097","-73.96773617566097","-73.96773617566097"
"1939","-74.01970323968679","-74.01970323968679","-74.01970323968679"
"1940","-74.0916670881072","-74.0916670881072","-74.0916670881072"
"1941","-74.76798574792221","-74.76798574792221","-74.76798574792221"
"1942","-74.6601545171719","-74.6601545171719","-74.6601545171719"
"1943","-74.69806372246705","-74.69806372246705","-74.69806372246705"
"1944","-74.72917579627595","-74.72917579627595","-74.72917579627595"
"1945","-74.54975035338197","-74.54975035338197","-74.54975035338197"
"1946","-74.48648393972312","-74.48648393972312","-74.48648393972312"
"1947","-74.53026999935973","-74.53026999935973","-74.53026999935973"
"1948","-74.24449487418401","-74.24449487418401","-74.24449487418401"
"1949","-73.86128666873556","-73.86128666873556","-73.86128666873556"
"1950","-73.8058154492313","-73.8058154492313","-73.8058154492313"
"1951","-73.79407321416308","-73.79407321416308","-73.79407321416308"
"1952","-73.63884419894312","-73.63884419894312","-73.63884419894312"
"1953","-73.64619346969295","-73.64619346969295","-73.64619346969295"
"1954","-73.29242412088905","-73.29242412088905","-73.29242412088905"
"1955","-72.63548101657071","-72.63548101657071","-72.63548101657071"
"1956","-72.40891657606699","-72.40891657606699","-72.40891657606699"
"1957","-72.12340299130418","-72.12340299130418","-72.12340299130418"
"1958","-72.25378153847065","-72.25378153847065","-72.25378153847065"
"1959","-72.29717833511066","-72.29717833511066","-72.29717833511066"
"1960","-72.27330911099445","-72.27330911099445","-72.27330911099445"
"1961","-72.40666552408133","-72.40666552408133","-72.40666552408133"
"1962","-72.66339623265434","-72.66339623265434","-72.66339623265434"
"1963","-73.01734006109182","-73.01734006109182","-73.01734006109182"
"1964","-72.9313416733034","-72.9313416733034","-72.9313416733034"
"1965","-72.76956688480452","-72.76956688480452","-72.76956688480452"
"1966","-72.91871472334489","-72.91871472334489","-72.91871472334489"
"1967","-72.85390813296661","-72.85390813296661","-72.85390813296661"
"1968","-72.63531567847822","-72.63531567847822","-72.63531567847822"
"1969","-72.67931224294938","-72.67931224294938","-72.67931224294938"
"1970","-71.87116673343814","-71.87116673343814","-71.87116673343814"
"1971","-71.69072508635931","-71.69072508635931","-71.69072508635931"
"1972","-71.90911276803352","-71.90911276803352","-71.90911276803352"
"1973","-71.24447173266671","-71.24447173266671","-71.24447173266671"
"1974","-70.90047298851422","-70.90047298851422","-70.90047298851422"
"1975","-71.11991229001899","-71.11991229001899","-71.11991229001899"
"1976","-72.02584773454815","-72.02584773454815","-72.02584773454815"
"1977","-72.09603487142827","-72.09603487142827","-72.09603487142827"
"1978","-72.0121750662243","-72.0121750662243","-72.0121750662243"
"1979","-71.87090284676756","-71.87090284676756","-71.87090284676756"
"1980","-71.84420960736927","-71.84420960736927","-71.84420960736927"
"1981","-72.1869762997143","-72.1869762997143","-72.1869762997143"
"1982","-72.0840816078987","-72.0840816078987","-72.0840816078987"
"1983","-72.60730312785134","-72.60730312785134","-72.60730312785134"
"1984","-72.7388865348883","-72.7388865348883","-72.7388865348883"
"1985","-72.74176761556417","-72.74176761556417","-72.74176761556417"
"1986","-72.33744256302249","-72.33744256302249","-72.33744256302249"
"1987","-72.26253683700692","-72.26253683700692","-72.26253683700692"
"1988","-72.37980553941335","-72.37980553941335","-72.37980553941335"
"1989","-72.43323973021936","-72.43323973021936","-72.43323973021936"
"1990","-72.11819110497366","-72.11819110497366","-72.11819110497366"
"1991","-72.09068296633195","-72.09068296633195","-72.09068296633195"
"1992","-72.16577075546142","-72.16577075546142","-72.16577075546142"
"1993","-72.15779160900507","-72.15779160900507","-72.15779160900507"
"1994","-71.93604431193788","-71.93604431193788","-71.93604431193788"
"1995","-71.90231997821945","-71.90231997821945","-71.90231997821945"
"1996","-71.76108250369784","-71.76108250369784","-71.76108250369784"
"1997","-71.5928031848697","-71.5928031848697","-71.5928031848697"
"1998","-71.63731166228186","-71.63731166228186","-71.63731166228186"
"1999","-71.69929821323137","-71.69929821323137","-71.69929821323137"
"2000","-71.63437807432841","-71.63437807432841","-71.63437807432841"
