Frame,Sub Frame,"Position - Limo_04",,,"Rotation (Helical) - Limo_04",,
,,"TX","TY","TZ","RX","RY","RZ"
Frames,Frames,"mm","mm","mm","°","°","°"
9874,0,"-4838.18","-235.265","135.319","1.83679","-0.917827","-178.965"
9875,0,"-4840.58","-234.931","135.159","1.9367","-1.2029","-179.072"
9876,0,"-4842.62","-235.531","135.721","2.29786","-1.64161","-179.205"
9877,0,"-4844.62","-235.102","135.459","1.86656","-1.02866","-179.032"
9878,0,"-4846.61","-235.256","135.427","1.78989","-0.800627","-178.929"
9879,0,"-4848.8","-234.898","135.342","2.30441","-0.810674","-179.127"
9880,0,"-4850.9","-235.358","135.836","2.59115","-1.69253","-179.305"
9881,0,"-4853.09","-235.266","135.765","2.46538","-1.79725","-179.352"
9882,0,"-4855.03","-235.62","135.925","2.5233","-1.87499","-179.214"
9883,0,"-4857.3","-235.583","135.889","2.72395","-1.99581","-179.186"
9884,0,"-4859.26","-235.344","135.975","2.64785","-1.6688","-179.265"
9885,0,"-4861.28","-235.436","135.802","2.57694","-1.82541","-179.34"
9886,0,"-4862.99","-235.653","135.8","2.45249","-1.87538","-179.253"
9887,0,"-4865.21","-235.441","135.155","2.14021","-2.42493","-179.008"
9888,0,"-4867.15","-235.459","135.917","2.60182","-1.68395","-179.006"
9889,0,"-4869.37","-235.66","135.894","2.42444","-1.86291","-178.973"
9890,0,"-4871.55","-235.544","135.54","2.28146","-1.90169","-179.061"
9891,0,"-4873.38","-236.122","136.152","2.63694","-1.98422","-179.094"
9892,0,"-4875.51","-235.626","135.616","2.30984","-1.24921","-178.898"
9893,0,"-4877.72","-235.87","135.093","1.84383","-1.49345","-178.787"
9894,0,"-4879.82","-235.915","135.453","2.12907","-1.64202","-178.817"
9895,0,"-4881.8","-236.15","135.852","2.20077","-1.92096","-178.692"
9896,0,"-4884.09","-235.929","135.538","2.06496","-2.00201","-178.568"
9897,0,"-4886.04","-235.846","135.255","2.23504","-1.20612","-178.632"
9898,0,"-4888.2","-235.932","135.506","2.41489","-1.29478","-178.589"
9899,0,"-4890.14","-236.444","135.917","2.57269","-1.32272","-178.568"
9900,0,"-4892.29","-236.293","135.324","2.26182","-1.58451","-178.508"
9901,0,"-4894.29","-236.385","135.423","2.32063","-1.10351","-178.261"
9902,0,"-4896.22","-236.522","135.715","2.37447","-0.967103","-178.195"
9903,0,"-4898.63","-236.118","134.878","1.88276","-1.13319","-178.025"
9904,0,"-4900.54","-236.579","135.096","2.23034","-1.17805","-178.028"
9905,0,"-4902.56","-237.124","135.883","2.68282","-1.45625","-178.093"
9906,0,"-4904.59","-236.994","135.452","2.47322","-1.77013","-177.969"
9907,0,"-4906.76","-237.138","135.594","2.35017","-1.66316","-177.922"
9908,0,"-4908.72","-237.18","135.481","2.31541","-1.80646","-177.788"
9909,0,"-4910.91","-237.46","135.32","2.01536","-2.40866","-177.598"
9910,0,"-4912.8","-237.581","135.877","2.51169","-1.44945","-177.682"
9911,0,"-4914.9","-237.607","135.618","2.36804","-1.67013","-177.558"
9912,0,"-4916.99","-237.785","135.526","2.12212","-1.77789","-177.424"
9913,0,"-4918.9","-238.156","137.593","3.287","0.334239","-177.463"
9914,0,"-4920.98","-238.203","136.976","3.02971","-0.182428","-177.309"
9915,0,"-4923.05","-238.318","137.535","3.11146","4.79359e-06","-177.193"
9916,0,"-4925.19","-238.607","137.376","2.93292","-0.341986","-177.026"
9917,0,"-4927.09","-238.497","137.307","3.12956","0.0531774","-177.003"
9918,0,"-4929.3","-238.395","136.822","2.91674","0.139902","-176.916"
9919,0,"-4931.12","-238.831","137.083","2.6547","-0.0884824","-176.836"
9920,0,"-4933.32","-238.835","137.246","3.02278","0.308775","-176.794"
9921,0,"-4935.26","-239.197","137.133","3.00523","0.186228","-176.696"
9922,0,"-4937.42","-239.224","136.969","2.67594","0.343681","-176.501"
9923,0,"-4939.32","-239.327","137.127","2.92887","0.0875032","-176.442"
9924,0,"-4941.54","-239.865","137.011","2.98848","-0.463521","-176.374"
9925,0,"-4943.4","-239.853","137.353","3.10113","-0.0508827","-176.34"
9926,0,"-4945.36","-239.955","137.503","3.13663","0.0742729","-176.237"
9927,0,"-4947.48","-240.278","136.446","2.57905","0.0197533","-176.211"
9928,0,"-4950.15","-239.539","135.007","1.80639","-1.41891","-175.606"
9929,0,"-4952.25","-239.972","135.174","1.926","-1.59662","-175.618"
9930,0,"-4954.48","-239.65","135.779","2.1456","-1.00123","-175.333"
9931,0,"-4956.69","-240.32","135.123","1.76985","-1.41282","-175.252"
9932,0,"-4958.82","-240.258","135.055","2.17263","-1.6435","-175.265"
9933,0,"-4961.05","-240.067","135.062","2.1593","-1.10339","-175.336"
9934,0,"-4962.99","-240.221","135.468","2.39173","-1.41379","-175.211"
9935,0,"-4965.07","-240.552","135.296","2.25465","-1.41011","-175.148"
9936,0,"-4967.13","-240.568","135.502","2.34034","-1.19612","-175.095"
9937,0,"-4969.33","-240.805","135.334","2.30431","-1.90689","-175.024"
9938,0,"-4971.55","-241.248","134.856","2.12695","-1.78865","-175.097"
9939,0,"-4975.15","-243.015","136.998","-2.12232","-1.89994","-174"
9940,0,"-4977.52","-242.928","137.297","-2.5176","-1.61322","-173.843"
9941,0,"-4979.27","-243.285","137.266","-2.03973","-1.93459","-173.947"
9942,0,"-4981.33","-243.413","136.946","-1.7343","-2.09151","-173.984"
9943,0,"-4983.5","-243.43","137.16","-1.61665","-2.05919","-174.008"
9944,0,"-4985.3","-243.929","137.17","-1.60884","-1.6529","-174.102"
9945,0,"-4987.38","-243.968","136.661","-1.68916","-1.92665","-174.165"
9946,0,"-4989.65","-243.978","136.753","-2.16966","-1.97454","-174.074"
9947,0,"-4991.14","-245.119","139.984","-0.372031","1.10288","-174.347"
9948,0,"-4993.13","-245.012","139.986","-0.306848","1.10306","-174.306"
9949,0,"-4995.33","-245.414","139.23","-0.559019","-0.148167","-174.338"
9950,0,"-4997.42","-245.539","140.187","-0.561268","1.09445","-174.296"
9951,0,"-4999.56","-245.603","139.651","-0.687448","0.624591","-174.352"
9952,0,"-5001.6","-245.739","139.767","-0.659614","0.697294","-174.322"
9953,0,"-5003.67","-245.98","139.846","-1.15804","0.632309","-174.275"
9954,0,"-5005.88","-245.805","139.71","-1.10076","0.676616","-174.257"
9955,0,"-5007.8","-246.406","139.967","-0.607686","0.189797","-174.337"
9956,0,"-5009.72","-246.886","140.188","-0.490522","0.471696","-174.405"
9957,0,"-5011.75","-246.735","139.821","-0.468313","0.869793","-174.414"
9958,0,"-5013.7","-246.906","139.457","-0.62852","0.577954","-174.434"
9959,0,"-5015.82","-247.072","139.702","-0.693806","0.841062","-174.387"
9960,0,"-5017.95","-247.254","139.159","-1.09311","0.280286","-174.307"
9961,0,"-5020.26","-247.514","139.458","-1.53245","0.430982","-174.152"
9962,0,"-5021.76","-247.883","139.359","-0.970104","-0.0667843","-174.228"
9963,0,"-5023.71","-247.813","139.245","-0.826742","0.235268","-174.262"
9964,0,"-5025.69","-248.128","139.18","-0.832733","0.319705","-174.198"
9965,0,"-5027.95","-248.455","139.053","-1.2608","0.0983197","-174.053"
9966,0,"-5029.84","-248.627","138.903","-1.2108","0.121961","-174.042"
9967,0,"-5031.85","-248.705","138.346","-1.42914","-0.187155","-173.949"
9968,0,"-5033.87","-248.97","138.987","-1.3506","0.197111","-173.844"
9969,0,"-5036.03","-249.253","139.252","-1.16785","-0.266038","-173.755"
9970,0,"-5038.16","-249.353","138.322","-1.49399","-0.554572","-173.692"
9971,0,"-5040.18","-249.739","138.373","-1.50114","-0.693167","-173.579"
9972,0,"-5042.14","-249.749","137.351","-1.74085","-1.55636","-173.466"
9973,0,"-5044.13","-250.004","137.011","-1.9017","-1.79173","-173.452"
9974,0,"-5046.52","-249.948","136.728","-2.29065","-1.98482","-173.442"
9975,0,"-5048.33","-249.921","135.928","-1.64913","-2.76097","-173.349"
9976,0,"-5050.28","-249.893","135.498","-1.58136","-2.69246","-173.332"
9977,0,"-5052.19","-250.267","135.546","-1.40162","-2.64149","-173.342"
9978,0,"-5054.15","-250.6","135.147","-1.60925","-3.5645","-173.133"
9979,0,"-5056.3","-250.784","134.775","-1.74451","-3.33576","-173.128"
9980,0,"-5058.61","-250.939","134.722","-1.74828","-3.33149","-173.058"
9981,0,"-5060.76","-251.025","134.48","-1.80659","-3.47032","-172.98"
9982,0,"-5062.93","-251.279","134.459","-1.56127","-3.89579","-173.004"
9983,0,"-5064.84","-251.51","134.373","-1.53848","-3.68602","-172.972"
9984,0,"-5067.29","-251.177","134.332","-1.33429","-3.29248","-172.981"
9985,0,"-5069.18","-251.903","134.756","-1.2262","-3.40592","-173.066"
9986,0,"-5071.1","-251.964","134.077","-1.26101","-3.54951","-173.178"
9987,0,"-5073.49","-251.835","134.418","-1.64454","-3.28667","-173.188"
9988,0,"-5076.36","-251.348","134.386","-0.386204","-2.75015","-173.572"
9989,0,"-5079.64","-253.885","138.134","-1.7951","2.22769","-173.514"
9990,0,"-5081.97","-253.808","138.515","-1.54902","3.38005","-173.614"
9991,0,"-5083.87","-254.39","138.774","-1.57439","3.55205","-173.666"
9992,0,"-5085.9","-254.562","138.558","-1.50471","2.81617","-173.68"
9993,0,"-5088.2","-254.464","137.999","-1.58824","3.1819","-173.928"
9994,0,"-5090.24","-254.743","138.654","-1.4273","3.80315","-173.934"
9995,0,"-5092.28","-254.93","138.071","-1.62803","2.82608","-173.914"
9996,0,"-5094.19","-255.008","137.606","-1.6953","2.01497","-173.858"
9997,0,"-5096.19","-255.231","138.212","-1.25408","2.40437","-173.952"
9998,0,"-5098.14","-255.26","138.531","-0.734862","2.79517","-174.082"
9999,0,"-5100.31","-255.34","137.759","-0.525557","1.19472","-174.103"
10000,0,"-5102.35","-255.104","137.777","-0.635848","1.31939","-174.281"
10001,0,"-5104.01","-256.555","140.079","-0.981494","2.19654","-173.753"
10002,0,"-5106.1","-256.584","139.874","-0.989347","1.70803","-173.692"
10003,0,"-5108.09","-256.874","139.967","-0.936865","1.50879","-173.72"
10004,0,"-5109.85","-256.999","139.755","-0.922249","1.28072","-173.792"
10005,0,"-5112.03","-257.147","140.194","-0.638303","1.28867","-173.83"
10006,0,"-5114.02","-257.583","140.145","-0.692433","0.80098","-173.918"
10007,0,"-5115.8","-258.123","140.773","-0.468096","0.863416","-174.027"
10008,0,"-5118.08","-257.657","139.784","-0.940565","0.946484","-174.026"
10009,0,"-5120.19","-257.825","140.099","-0.867327","1.11072","-174.046"
10010,0,"-5122.06","-258.009","140.203","-0.724547","1.34905","-174.186"
10011,0,"-5124.23","-258.022","139.662","-0.927867","0.920292","-174.195"
10012,0,"-5126.26","-257.998","139.518","-0.834893","0.930042","-174.34"
10013,0,"-5128.29","-258.559","139.644","-0.673623","-0.0921422","-174.529"
10014,0,"-5130.44","-258.159","138.476","-0.71479","-0.0422438","-174.636"
10015,0,"-5132.67","-257.834","137.951","-0.562093","-0.252264","-174.773"
10016,0,"-5134.59","-257.612","138.583","0.367569","0.786765","-175.094"
10017,0,"-5136.49","-257.297","137.876","0.66962","0.395611","-175.257"
10018,0,"-5138.71","-256.898","136.79","0.886181","-0.263507","-175.386"
10019,0,"-5140.38","-257.287","137.252","1.6022","-0.663797","-175.627"
10020,0,"-5142.44","-256.668","136.572","1.44787","-0.330765","-175.936"
10021,0,"-5144.45","-256.535","136.087","1.59385","-0.633826","-175.971"
10022,0,"-5146.4","-257.077","135.861","1.8869","-0.716994","-176.023"
10023,0,"-5148.33","-257.172","135.827","2.01125","-0.698836","-176.093"
10024,0,"-5150.52","-256.855","135.423","2.03274","-0.946221","-176.102"
10025,0,"-5152.44","-257.146","135.84","2.37857","-1.2328","-176.259"
10026,0,"-5154.52","-257.226","135.437","2.28531","-0.984379","-176.417"
10027,0,"-5156.6","-257.206","135.213","2.21305","-1.39842","-176.476"
10028,0,"-5158.6","-256.901","135.168","2.49776","-0.908197","-176.658"
10029,0,"-5160.55","-257.253","135.858","2.5346","-0.383055","-176.772"
10030,0,"-5162.85","-257.149","135.458","2.22838","-0.75563","-176.768"
10031,0,"-5164.78","-257.397","135.622","2.34181","-0.806463","-176.827"
10032,0,"-5166.77","-257.617","135.945","2.5194","-0.566098","-177.005"
10033,0,"-5168.95","-257.548","135.673","2.43685","-0.730902","-177.047"
10034,0,"-5170.94","-257.573","136.097","2.65951","-0.643829","-177.297"
10035,0,"-5173.21","-257.681","136.341","2.7968","0.0173288","-177.302"
10036,0,"-5175","-258.164","136.439","2.73605","-0.0582541","-177.505"
10037,0,"-5177.01","-258.379","136.635","2.85435","-0.329366","-177.614"
10038,0,"-5178.93","-258.694","136.908","2.97572","0.225045","-177.832"
10039,0,"-5181.57","-257.791","135.655","2.42269","-0.700721","-177.584"
10040,0,"-5183.9","-257.592","135.373","2.2681","-0.87436","-177.618"
10041,0,"-5185.85","-257.734","135.733","2.42711","-0.663193","-177.86"
10042,0,"-5188.01","-257.787","135.77","2.46839","-0.974174","-177.847"
10043,0,"-5190.05","-257.816","135.658","2.48521","-1.57447","-177.888"
10044,0,"-5192.11","-257.994","135.809","2.44712","-0.606078","-178.089"
10045,0,"-5194.07","-257.926","135.597","2.37363","-0.810112","-178.181"
10046,0,"-5196.09","-258.015","135.467","2.29334","-0.971133","-178.226"
10047,0,"-5198.06","-258.046","135.484","2.36682","-0.783659","-178.347"
10048,0,"-5199.86","-258.357","135.924","2.47006","-0.564371","-178.602"
10049,0,"-5202.04","-258.366","135.885","2.59343","-0.799157","-178.66"
10050,0,"-5203.97","-258.726","136.317","2.75936","-0.964317","-178.767"
10051,0,"-5206.01","-258.656","136.543","2.86539","-0.0872851","-178.975"
10052,0,"-5207.98","-258.841","136.677","2.88981","0.00551466","-179.099"
10053,0,"-5210.01","-258.845","136.762","2.97963","0.211527","-179.265"
10054,0,"-5211.98","-259.088","137.019","3.10285","0.473389","-179.414"
10055,0,"-5214.07","-258.984","136.856","3.02684","0.170855","-179.535"
10056,0,"-5216.11","-258.914","137.236","3.1921","0.519207","-179.617"
10057,0,"-5218.5","-258.566","136.477","2.79905","-0.147456","-179.565"
10058,0,"-5220.16","-258.969","137.224","3.18273","0.493336","-179.904"
10059,0,"-5222.14","-259.143","137.373","3.30011","0.457786","-179.956"
10060,0,"-5224.16","-259.092","137.278","3.20088","0.56162","-180.094"
10061,0,"-5226.47","-258.684","136.549","2.89381","0.0840929","-180.047"
10062,0,"-5228.16","-259.085","137.312","3.20448","0.611864","-180.344"
10063,0,"-5230.27","-258.844","137.294","3.27512","0.657863","-180.389"
10064,0,"-5232.29","-259.033","137.365","3.2577","0.507779","-180.484"
10065,0,"-5234.44","-258.95","137.37","3.29011","0.624742","-180.589"
10066,0,"-5236.41","-258.852","137.352","3.22839","0.61266","-180.668"
10067,0,"-5238.54","-258.88","137.358","3.26565","-0.0297376","-180.787"
10068,0,"-5240.59","-258.915","137.489","3.34107","-0.24602","-180.93"
10069,0,"-5242.84","-258.559","137.143","3.11325","0.278412","-181.116"
10070,0,"-5244.87","-258.555","137.348","3.19297","0.484291","-181.198"
10071,0,"-5246.96","-258.388","137.245","3.17941","0.474491","-181.211"
10072,0,"-5248.87","-258.338","137.35","3.11795","0.550602","-181.313"
10073,0,"-5250.93","-258.128","137.131","3.10847","0.432775","-181.403"
10074,0,"-5252.91","-258.364","137.505","3.3239","-0.306459","-181.568"
10075,0,"-5254.93","-258.124","137.236","3.18262","-0.0157297","-181.71"
10076,0,"-5257.11","-258.074","137.112","3.03669","0.190734","-181.781"
10077,0,"-5259.18","-257.449","137.095","2.99082","0.376732","-181.963"
10078,0,"-5261.21","-257.646","137.139","3.03015","0.430317","-182.011"
10079,0,"-5263.19","-257.468","137.172","3.09611","0.510074","-182.059"
10080,0,"-5265.28","-257.376","137.186","3.11596","0.438605","-182.127"
10081,0,"-5268.69","-259.087","138.743","-1.59106","-0.260652","-180.917"
10082,0,"-5270.71","-259.016","138.635","-1.60006","-0.304092","-181.022"
10083,0,"-5272.97","-258.584","138.511","-1.59285","-0.432288","-181.079"
10084,0,"-5275.01","-258.328","138.706","-1.66202","-0.208905","-181.169"
10085,0,"-5276.91","-258.47","139.139","-1.259","-0.312506","-181.353"
10086,0,"-5278.89","-258.58","138.928","-1.32087","-0.778814","-181.477"
10087,0,"-5280.79","-258.413","138.92","-1.13306","-1.12544","-181.623"
10088,0,"-5282.87","-259.503","140.783","-0.108148","6.13097","-183.153"
10089,0,"-5284.93","-259.351","140.665","0.0952044","6.25134","-183.426"
10090,0,"-5287","-258.994","140.408","0.41762","6.53005","-183.732"
10091,0,"-5289.23","-258.684","140.365","0.627659","6.93035","-184.058"
10092,0,"-5291.27","-258.192","140.147","1.1146","7.11163","-184.328"
10093,0,"-5293.35","-258.241","140.347","1.63868","6.23596","-184.65"
10094,0,"-5295.51","-257.313","139.874","1.81712","8.11339","-184.887"
10095,0,"-5297.51","-257.146","139.18","2.05707","7.87722","-185.384"
10096,0,"-5299.14","-258.603","140.92","-0.253409","5.77028","-184.026"
10097,0,"-5301.36","-258.334","140.843","-0.284585","6.24893","-184.152"
10098,0,"-5303.42","-257.924","140.78","-0.264478","6.31634","-184.194"
10099,0,"-5305.35","-257.879","141.259","-0.261941","5.97319","-184.237"
10100,0,"-5307.48","-257.227","140.575","-0.610481","5.60758","-184.232"
10101,0,"-5309.26","-257.237","140.71","-0.331276","5.42398","-184.367"
10102,0,"-5311.2","-256.92","140.57","-0.251067","5.15207","-184.454"
10103,0,"-5313.29","-256.613","140.624","-0.183783","4.97342","-184.58"
10104,0,"-5315.1","-256.077","140.209","0.223282","4.20487","-184.639"
10105,0,"-5317.12","-255.416","139.962","0.655391","3.46143","-184.709"
10106,0,"-5319.25","-255.298","140.27","0.232896","1.34708","-184.645"
10107,0,"-5321.45","-253.829","139.473","0.220152","2.51187","-184.922"
10108,0,"-5323.35","-253.608","138.935","0.413605","1.69771","-184.919"
10109,0,"-5325.27","-253.517","138.327","0.60983","0.976363","-184.994"
10110,0,"-5327.33","-252.987","138.165","0.887867","0.920358","-185.099"
10111,0,"-5329.23","-252.656","138.143","1.03005","0.851467","-185.228"
10112,0,"-5331.38","-251.836","137.343","0.801369","0.203998","-185.227"
10113,0,"-5333.09","-252.112","137.763","1.11011","0.0765257","-185.44"
10114,0,"-5335.12","-251.617","137.548","1.14517","0.0155805","-185.586"
10115,0,"-5337.29","-251.223","137.52","0.842036","-0.0141275","-185.781"
10116,0,"-5339.15","-250.936","137.229","1.08643","-0.163361","-185.764"
10117,0,"-5341.16","-250.475","137.336","1.08318","0.201058","-185.78"
10118,0,"-5342.97","-250.396","137.687","1.3742","-0.492757","-185.873"
10119,0,"-5345.17","-250.101","137.333","1.18381","-1.75373","-185.871"
10120,0,"-5346.96","-250.254","137.188","1.11929","-0.414993","-186.188"
10121,0,"-5348.86","-250.013","137.452","1.23773","-0.156176","-186.326"
10122,0,"-5350.93","-249.575","137.246","1.15535","-0.205726","-186.375"
10123,0,"-5352.98","-249.002","137.249","1.0471","-0.0738318","-186.421"
10124,0,"-5355.05","-248.852","137.398","1.13259","-0.0427128","-186.515"
10125,0,"-5356.88","-248.679","137.337","1.00417","-0.186206","-186.602"
10126,0,"-5358.7","-248.82","137.406","1.10204","-0.388618","-186.728"
10127,0,"-5360.6","-248.749","137.42","1.1073","-0.34402","-186.813"
10128,0,"-5362.76","-248.275","137.065","0.935321","-0.595334","-186.834"
10129,0,"-5364.81","-247.927","136.996","0.84395","-0.602129","-186.831"
10130,0,"-5366.69","-247.701","137.314","1.13158","-0.340817","-186.926"
10131,0,"-5368.83","-247.037","137.034","0.827523","-0.472741","-186.88"
10132,0,"-5370.84","-247.089","137.455","1.2321","-1.40639","-186.909"
10133,0,"-5372.94","-246.958","137.484","1.30917","-1.21336","-186.985"
10134,0,"-5374.88","-246.49","137.41","1.50814","-0.107801","-187.049"
10135,0,"-5376.82","-246.243","137.052","1.52048","-0.438759","-187.091"
10136,0,"-5378.92","-245.562","136.682","1.39934","-0.648266","-187.116"
10137,0,"-5380.83","-245.106","136.98","1.86633","-0.229158","-187.164"
10138,0,"-5382.88","-244.847","136.767","1.82776","-0.358773","-187.254"
10139,0,"-5384.85","-245.067","136.832","2.36436","-0.398847","-187.121"
10140,0,"-5386.78","-244.955","136.81","2.5813","-0.474572","-187.212"
10141,0,"-5388.89","-244.369","136.439","2.47141","-0.567376","-187.139"
10142,0,"-5390.86","-244.09","136.573","2.59741","-0.654297","-187.161"
10143,0,"-5392.89","-243.538","136.448","2.6562","-0.622515","-187.123"
10144,0,"-5394.86","-243.576","136.725","2.83528","-0.486195","-187.171"
10145,0,"-5396.82","-243.61","136.817","2.96927","-0.392347","-187.22"
10146,0,"-5398.83","-243.358","136.953","3.00363","-0.590956","-187.175"
10147,0,"-5401.83","-242.764","137.306","1.08089","-1.53605","-186.969"
10148,0,"-5403.8","-242.527","137.444","1.0633","-1.09646","-186.999"
10149,0,"-5405.96","-242.144","136.964","0.894799","-0.649246","-186.999"
10150,0,"-5408","-241.772","137.231","0.901203","-0.420889","-186.993"
10151,0,"-5409.98","-241.775","137.465","1.24393","-0.0926153","-186.984"
10152,0,"-5412.12","-241.449","137.878","1.11053","0.265231","-187.063"
10153,0,"-5414.33","-241.305","137.433","0.784117","-0.164041","-187.103"
10154,0,"-5416.72","-240.663","136.471","0.51486","-1.13566","-186.627"
10155,0,"-5418.61","-240.639","137.01","0.907545","-0.894793","-186.684"
10156,0,"-5420.71","-240.756","137.258","0.939545","-0.606228","-186.699"
10157,0,"-5422.72","-240.735","137.325","1.11476","-0.485015","-186.713"
10158,0,"-5424.98","-240.256","137.018","0.899612","-0.644458","-186.554"
10159,0,"-5426.91","-240.128","137.357","1.13685","-0.242383","-186.553"
10160,0,"-5429.04","-239.773","137.382","0.897057","-0.258831","-186.518"
10161,0,"-5431.16","-239.29","137.23","0.800303","-0.891138","-186.401"
10162,0,"-5433.22","-239.122","137.357","0.77659","-1.13945","-186.306"
10163,0,"-5435.22","-239.359","137.263","1.01712","-0.678753","-186.225"
10164,0,"-5437.33","-239.02","137.386","1.03621","-0.681907","-186.06"
10165,0,"-5439.3","-238.512","137.751","1.36355","0.126497","-186.02"
10166,0,"-5441.47","-238.35","137.276","0.944104","-0.708935","-185.873"
10167,0,"-5443.68","-238.063","136.925","0.842631","-0.559293","-185.84"
10168,0,"-5445.86","-238.018","137.031","0.726542","-0.583614","-185.746"
10169,0,"-5447.88","-237.798","137.118","0.897207","-0.519684","-185.701"
10170,0,"-5449.95","-237.714","137.196","0.864282","-0.591732","-185.636"
10171,0,"-5452.24","-236.929","136.394","0.547234","-1.19111","-185.325"
10172,0,"-5454.28","-236.903","136.78","0.724978","-0.875918","-185.292"
10173,0,"-5456.22","-236.825","137.02","0.88303","-0.574338","-185.218"
10174,0,"-5458.26","-236.81","137.709","1.2285","0.0933084","-185.199"
10175,0,"-5460.38","-236.632","137.541","1.18249","-0.0417744","-185.145"
10176,0,"-5462.23","-236.402","137.865","1.30843","0.292488","-185.04"
10177,0,"-5464.28","-236.52","137.875","1.50561","-0.199685","-185.045"
10178,0,"-5466.19","-236.226","137.905","1.4702","0.0918608","-184.853"
10179,0,"-5468.33","-235.848","137.754","1.44569","0.299594","-184.774"
10180,0,"-5470.49","-235.613","137.224","1.23937","-0.243606","-184.672"
10181,0,"-5472.35","-235.842","137.395","1.57866","-0.112658","-184.622"
10182,0,"-5474.32","-235.629","137.429","1.80716","0.0612864","-184.644"
10183,0,"-5476.84","-235.317","137.195","0.902347","-0.281498","-184.24"
10184,0,"-5478.6","-235.274","137.618","1.38573","0.174935","-184.359"
10185,0,"-5480.7","-235.405","137.882","1.22931","-0.450865","-184.116"
10186,0,"-5482.77","-235.367","137.607","1.04419","-0.026875","-184.051"
10187,0,"-5484.84","-235.21","137.662","1.09318","-0.170232","-183.927"
10188,0,"-5487.02","-234.839","137.43","0.907676","-0.226062","-183.808"
10189,0,"-5489.13","-234.596","137.612","0.809186","-0.093156","-183.797"
10190,0,"-5491.18","-234.286","137.572","1.00787","0.0687038","-183.53"
10191,0,"-5493.08","-234.863","137.696","1.01564","-0.0391212","-183.486"
10192,0,"-5495.19","-234.54","137.356","0.795175","-0.300004","-183.322"
10193,0,"-5497.24","-234.412","137.569","0.926882","-0.442236","-183.219"
10194,0,"-5499.35","-234.274","137.704","1.06329","-0.64295","-183.133"
10195,0,"-5501.24","-234.419","137.933","1.17009","-0.124479","-183.073"
10196,0,"-5503.32","-234.192","137.835","0.971927","-0.0660842","-183.121"
10197,0,"-5505.32","-233.998","137.891","0.680758","0.037834","-183.095"
10198,0,"-5507.32","-234.174","137.694","1.02228","0.0108241","-182.782"
10199,0,"-5509.46","-234.109","137.739","1.01075","0.0761849","-182.67"
10200,0,"-5509.86","-237.867","144.002","0.399805","3.77994","-182.093"
10201,0,"-5512.01","-237.692","143.935","0.384016","3.52728","-181.986"
10202,0,"-5514.29","-237.668","142.688","-0.192056","2.36467","-181.826"
10203,0,"-5516.02","-238.178","143.194","-0.101086","2.48708","-181.785"
10204,0,"-5518.42","-238.144","143.452","-1.36252","2.39041","-181.442"
10205,0,"-5520.57","-237.424","142.615","-0.774033","2.10349","-181.332"
10206,0,"-5522.22","-237.61","142.895","-0.199716","2.44807","-181.351"
10207,0,"-5524.27","-237.531","142.924","-0.14523","2.60616","-181.301"
10208,0,"-5526.14","-237.477","142.918","0.0945217","2.64436","-181.324"
10209,0,"-5528.07","-237.884","143.243","0.653863","1.65622","-181.419"
10210,0,"-5530.54","-237.197","142.781","0.929293","0.913227","-181.292"
10211,0,"-5532.96","-236.278","141.969","0.373666","2.10818","-181.224"
10212,0,"-5534.78","-236.008","141.894","0.832715","2.5542","-181.407"
10213,0,"-5536.71","-235.696","141.181","1.61332","2.31147","-181.303"
10214,0,"-5538.88","-235.059","140.301","1.79145","2.03961","-181.261"
10215,0,"-5541.08","-234.756","139.789","2.06516","1.65744","-181.185"
10216,0,"-5543.28","-234.215","139.196","2.32997","1.47316","-181.129"
10217,0,"-5545.31","-233.997","138.915","2.49312","1.27067","-181.014"
10218,0,"-5547.41","-233.576","138.289","2.42371","0.718233","-180.824"
10219,0,"-5549.37","-233.406","138.183","2.35547","0.794927","-180.9"
10220,0,"-5551.41","-233.593","137.813","2.56375","0.443862","-180.61"
10221,0,"-5553.43","-233.059","138.008","2.68724","0.956882","-180.416"
10222,0,"-5555.43","-232.896","137.973","2.79869","0.897809","-180.322"
10223,0,"-5557.26","-233.219","137.447","2.81638","0.354523","-180.34"
10224,0,"-5559.81","-232.777","136.654","2.28956","-0.282832","-179.939"
10225,0,"-5561.39","-233.531","137.408","2.55911","0.222642","-179.999"
10226,0,"-5563.47","-233.1","137.193","2.3914","-0.584049","-179.899"
10227,0,"-5565.42","-233.195","137.043","2.20838","-0.051579","-179.808"
10228,0,"-5567.83","-233.015","136.595","2.1157","-0.530114","-179.382"
10229,0,"-5569.9","-233.069","136.644","2.11685","-0.369373","-179.297"
10230,0,"-5571.66","-233.219","137.248","2.38571","0.126894","-179.285"
10231,0,"-5573.42","-233.856","137.495","2.51555","0.250996","-179.282"
10232,0,"-5575.41","-234.019","137.495","2.52157","0.186424","-179.203"
10233,0,"-5577.87","-233.522","136.907","2.19634","-0.190124","-178.942"
10234,0,"-5579.81","-233.751","137.282","2.45904","-0.960422","-178.813"
10235,0,"-5582.62","-232.677","136.334","2.06502","-2.34356","-178.185"
10236,0,"-5584.69","-232.624","135.797","1.90844","-1.13295","-178.266"
10237,0,"-5586.72","-232.739","135.876","1.65976","-0.894514","-178.087"
10238,0,"-5588.87","-232.902","135.863","1.68567","-0.956442","-177.983"
10239,0,"-5590.77","-232.94","135.74","1.66661","-0.955168","-177.842"
