Frame,Sub Frame,"Position - Limo_02",,,"Position - Limo_04",,,"Rotation (Helical) - Limo_02",,,"Rotation (Helical) - Limo_04",,
,,"TX","TY","TZ","TX","TY","TZ","RX","RY","RZ","RX","RY","RZ"
Frames,Frames,"mm","mm","mm","mm","mm","mm","°","°","°","°","°","°"
2325,0,"-5719.34","408.55","199.058","-889.61","753.938","164.694","-1.2033","7.32396","211.801","-0.440681","-2.12237","113.045"
2326,0,"-5719.4","408.562","199.069","-889.612","753.948","164.678","-1.49509","7.94028","211.859","-0.442502","-2.1436","113.043"
2327,0,"-5719.73","408.669","199.033","-889.619","753.924","164.674","-1.61167","8.26562","211.877","-0.43863","-2.13496","113.05"
2328,0,"-5719.1","408.953","199.13","-889.61","753.938","164.663","-1.03998","7.93976","211.82","-0.447183","-2.15894","113.047"
2329,0,"-5718.96","409.131","199.149","-889.598","753.933","164.676","-1.05008","8.08005","211.865","-0.443677","-2.15747","113.037"
2330,0,"-5718.83","409.229","199.181","-889.597","753.935","164.655","-1.01857","8.27945","211.894","-0.45702","-2.16205","113.048"
2331,0,"-5718.97","409.3","199.099","-889.59","753.948","164.683","-1.00157","8.15629","211.82","-0.435467","-2.14607","113.037"
2332,0,"-5718.94","409.271","199.036","-889.612","753.946","164.641","-0.98523","8.13899","211.821","-0.441978","-2.16133","113.042"
2333,0,"-5718.96","409.198","199.027","-889.606","753.929","164.678","-0.999147","8.06968","211.838","-0.440784","-2.13977","113.043"
2334,0,"-5718.95","409.149","199.027","-889.614","753.948","164.651","-1.04303","7.98279","211.831","-0.437159","-2.14245","113.045"
2335,0,"-5718.89","409.114","199.142","-889.627","753.934","164.665","-1.01187","7.89777","211.852","-0.446582","-2.14748","113.046"
2336,0,"-5718.94","409.12","199.113","-889.624","753.935","164.657","-1.07953","7.92878","211.829","-0.446676","-2.15827","113.046"
2337,0,"-5718.95","409.063","199.117","-889.608","753.933","164.679","-1.03562","7.85814","211.81","-0.44093","-2.15545","113.043"
2338,0,"-5718.92","409.134","199.088","-889.616","753.949","164.673","-1.05993","7.86521","211.814","-0.440501","-2.13043","113.045"
2339,0,"-5719.06","409.105","199.037","-889.602","753.93","164.664","-1.06153","7.85045","211.784","-0.445414","-2.15523","113.042"
2340,0,"-5718.98","409.088","199.096","-889.598","753.938","164.66","-1.04559","7.98204","211.831","-0.442714","-2.15233","113.048"
2341,0,"-5718.96","409.12","199.094","-889.605","753.941","164.661","-0.957223","7.89794","211.816","-0.437328","-2.14017","113.043"
2342,0,"-5718.94","409.149","199.059","-889.602","753.936","164.664","-1.08503","8.06408","211.842","-0.449969","-2.1389","113.044"
2343,0,"-5718.91","409.144","199.122","-889.605","753.951","164.686","-1.04699","8.10024","211.872","-0.439051","-2.14361","113.041"
2344,0,"-5718.91","409.25","199.074","-889.619","753.947","164.675","-1.0737","8.18648","211.854","-0.43511","-2.12208","113.045"
2345,0,"-5718.82","409.228","199.158","-889.619","753.946","164.672","-1.00385","8.12142","211.885","-0.450771","-2.1571","113.044"
2346,0,"-5718.85","409.25","199.106","-889.611","753.958","164.665","-1.04827","8.09894","211.875","-0.440109","-2.1488","113.039"
2347,0,"-5718.97","409.232","199.027","-889.622","753.944","164.662","-1.04554","8.15152","211.83","-0.439081","-2.14682","113.046"
2348,0,"-5718.87","409.217","199.06","-889.613","753.958","164.669","-1.06111","8.10923","211.868","-0.4457","-2.14106","113.046"
2349,0,"-5718.82","409.193","199.073","-889.598","753.943","164.675","-1.02983","8.11136","211.88","-0.441244","-2.15234","113.044"
2350,0,"-5718.84","409.21","199.091","-889.599","753.96","164.653","-1.00062","8.02179","211.862","-0.443302","-2.1481","113.04"
2351,0,"-5718.79","409.167","199.116","-889.611","753.929","164.67","-1.02437","8.10871","211.86","-0.442597","-2.1381","113.044"
2352,0,"-5718.81","409.189","199.113","-889.605","753.955","164.679","-1.00463","8.10541","211.87","-0.437395","-2.13823","113.042"
2353,0,"-5718.85","409.236","199.119","-889.616","753.929","164.681","-1.06199","8.14314","211.869","-0.444479","-2.14637","113.045"
2354,0,"-5718.79","409.212","199.164","-889.621","753.946","164.635","-0.98545","8.05824","211.881","-0.448004","-2.17227","113.043"
2355,0,"-5718.9","409.223","199.066","-889.614","753.943","164.675","-1.01625","8.13282","211.833","-0.441136","-2.14032","113.047"
2356,0,"-5718.89","409.264","199.068","-889.616","753.956","164.682","-1.06355","8.13438","211.858","-0.436827","-2.13116","113.047"
2357,0,"-5718.87","409.196","199.031","-889.618","753.944","164.662","-1.06447","8.13785","211.843","-0.451689","-2.14718","113.051"
2358,0,"-5718.91","409.207","199.015","-889.594","753.959","164.684","-1.03264","8.10222","211.827","-0.435864","-2.123","113.044"
2359,0,"-5718.93","409.209","198.994","-889.602","753.954","164.651","-1.09357","8.16585","211.861","-0.444801","-2.1531","113.043"
2360,0,"-5718.9","409.251","199.041","-889.613","753.968","164.681","-1.06824","8.12017","211.859","-0.43648","-2.12753","113.044"
2361,0,"-5718.81","409.252","199.101","-889.608","753.964","164.662","-1.05934","8.17001","211.888","-0.441206","-2.17212","113.037"
2362,0,"-5718.83","409.274","199.091","-889.618","753.954","164.663","-1.07504","8.1016","211.889","-0.434957","-2.15579","113.038"
2363,0,"-5718.91","409.23","199.041","-889.618","753.938","164.661","-1.03339","8.13091","211.846","-0.446347","-2.16953","113.035"
2364,0,"-5718.9","409.233","199.064","-889.596","753.956","164.665","-1.04199","8.09547","211.846","-0.44257","-2.1613","113.036"
2365,0,"-5718.91","409.232","199.016","-889.61","753.947","164.679","-1.07199","8.15666","211.843","-0.440436","-2.1488","113.041"
2366,0,"-5718.87","409.187","199.033","-889.61","753.934","164.65","-0.990959","8.07524","211.865","-0.448571","-2.15082","113.053"
2367,0,"-5718.94","409.203","199.001","-889.607","753.937","164.65","-0.975603","8.08247","211.827","-0.438243","-2.14918","113.046"
2368,0,"-5718.95","409.228","199.017","-889.599","753.938","164.647","-1.04933","8.10079","211.837","-0.452245","-2.16487","113.043"
2369,0,"-5718.85","409.218","199.078","-889.604","753.944","164.648","-1.04899","8.1208","211.878","-0.454148","-2.16808","113.046"
2370,0,"-5718.93","409.265","199.035","-889.602","753.96","164.684","-1.04469","8.08607","211.843","-0.442941","-2.13783","113.046"
2371,0,"-5718.91","409.241","199.072","-889.608","753.958","164.661","-0.998839","8.10367","211.843","-0.441468","-2.16931","113.043"
2372,0,"-5718.96","409.252","199.044","-889.61","753.954","164.673","-1.02911","8.06526","211.844","-0.448268","-2.15268","113.039"
2373,0,"-5718.89","409.287","199.076","-889.611","753.957","164.67","-1.07385","8.16628","211.856","-0.442062","-2.16221","113.043"
2374,0,"-5718.9","409.274","199.018","-889.614","753.941","164.663","-1.02492","8.07442","211.85","-0.433866","-2.14001","113.047"
2375,0,"-5718.81","409.196","199.113","-889.612","753.945","164.658","-1.02626","8.13254","211.866","-0.43588","-2.13769","113.048"
2376,0,"-5718.8","409.218","199.138","-889.61","753.928","164.657","-0.997877","8.0517","211.887","-0.440581","-2.14721","113.043"
2377,0,"-5718.95","409.244","199.013","-889.601","753.934","164.663","-1.0375","8.10851","211.826","-0.446596","-2.15511","113.039"
2378,0,"-5718.86","409.186","199.098","-889.617","753.936","164.651","-0.974579","7.98865","211.866","-0.450305","-2.14621","113.051"
2379,0,"-5718.81","409.22","199.16","-889.604","753.946","164.689","-1.00244","8.04889","211.877","-0.43514","-2.1346","113.041"
2380,0,"-5719.01","409.274","199.031","-889.607","753.953","164.686","-0.996052","7.95523","211.828","-0.432408","-2.1495","113.037"
2381,0,"-5718.94","409.255","199.083","-889.622","753.956","164.646","-0.994006","8.07447","211.832","-0.444226","-2.16922","113.04"
2382,0,"-5718.81","409.228","199.141","-889.624","753.945","164.672","-1.00393","8.04653","211.877","-0.451298","-2.1588","113.041"
2383,0,"-5718.97","409.268","199.042","-889.603","753.943","164.665","-1.02346","8.04179","211.834","-0.434292","-2.13989","113.042"
2384,0,"-5718.96","409.223","199.008","-889.62","753.948","164.656","-0.981766","8.03379","211.825","-0.447248","-2.15401","113.046"
2385,0,"-5718.81","409.232","199.097","-889.604","753.948","164.662","-1.02727","8.0931","211.883","-0.445236","-2.16335","113.037"
2386,0,"-5718.9","409.271","199.033","-889.619","753.957","164.685","-1.08612","8.10842","211.855","-0.4337","-2.11903","113.044"
2387,0,"-5718.81","409.204","199.114","-889.624","753.945","164.67","-1.01106","8.0997","211.869","-0.432474","-2.13239","113.048"
2388,0,"-5718.81","409.19","199.14","-889.614","753.944","164.679","-0.957779","8.04333","211.862","-0.439863","-2.14795","113.039"
2389,0,"-5718.88","409.26","199.099","-889.621","753.945","164.697","-1.04335","8.13605","211.844","-0.431266","-2.13404","113.034"
2390,0,"-5718.84","409.229","199.097","-889.622","753.938","164.658","-1.03131","8.12657","211.871","-0.455265","-2.16577","113.048"
2391,0,"-5718.92","409.248","199.078","-889.606","753.937","164.661","-0.993882","8.09342","211.84","-0.447191","-2.15228","113.05"
2392,0,"-5718.94","409.24","199.037","-889.596","753.952","164.677","-1.01728","8.11346","211.818","-0.435048","-2.15273","113.041"
2393,0,"-5718.9","409.247","199.017","-889.608","753.941","164.643","-1.07139","8.16133","211.865","-0.449841","-2.16079","113.043"
2394,0,"-5718.86","409.226","199.094","-889.607","753.955","164.65","-1.04181","8.11488","211.858","-0.439914","-2.15516","113.052"
2395,0,"-5718.85","409.231","199.104","-889.617","753.941","164.672","-0.984914","8.02395","211.865","-0.435288","-2.11137","113.05"
2396,0,"-5718.96","409.29","199.034","-889.621","753.958","164.659","-1.03068","8.04376","211.828","-0.444403","-2.16053","113.043"
2397,0,"-5718.82","409.196","199.098","-889.619","753.947","164.66","-0.982406","8.07186","211.871","-0.442377","-2.15122","113.042"
2398,0,"-5718.88","409.263","199.065","-889.633","753.947","164.665","-1.05079","8.0856","211.856","-0.442519","-2.15461","113.044"
2399,0,"-5718.98","409.284","199.019","-889.634","753.948","164.679","-1.00057","8.03805","211.829","-0.441138","-2.11959","113.051"
2400,0,"-5718.94","409.27","199.043","-889.609","753.952","164.685","-1.1026","8.1814","211.845","-0.445287","-2.14769","113.037"
2401,0,"-5718.99","409.289","199.036","-889.606","753.96","164.668","-1.03245","8.0747","211.827","-0.427303","-2.14361","113.038"
2402,0,"-5718.86","409.205","199.097","-889.612","753.941","164.661","-0.982649","8.09293","211.86","-0.444936","-2.14948","113.047"
2403,0,"-5718.92","409.275","199.058","-889.608","753.952","164.654","-0.980464","8.00111","211.83","-0.440502","-2.13669","113.048"
2404,0,"-5718.85","409.2","199.141","-889.605","753.947","164.662","-1.01233","8.08953","211.867","-0.434611","-2.15706","113.038"
2405,0,"-5718.98","409.293","199.065","-889.615","753.945","164.647","-1.00518","8.05097","211.826","-0.457283","-2.17433","113.043"
2406,0,"-5718.96","409.26","199.041","-889.622","753.967","164.681","-1.0097","8.04438","211.836","-0.433132","-2.14362","113.039"
2407,0,"-5718.84","409.213","199.194","-889.621","753.952","164.677","-0.9562","8.02076","211.861","-0.442851","-2.145","113.042"
2408,0,"-5718.85","409.293","199.077","-889.636","753.941","164.656","-1.03888","7.97781","211.861","-0.452288","-2.15691","113.047"
2409,0,"-5718.93","409.235","199.052","-889.614","753.945","164.658","-1.00307","8.03426","211.839","-0.431186","-2.15108","113.04"
2410,0,"-5718.97","409.244","199.039","-889.61","753.954","164.645","-1.00626","8.12759","211.838","-0.445156","-2.17032","113.035"
2411,0,"-5718.93","409.247","199.033","-889.622","753.951","164.654","-1.04696","8.07003","211.845","-0.447094","-2.13483","113.049"
2412,0,"-5718.86","409.19","199.069","-889.607","753.952","164.647","-1.02913","8.09599","211.863","-0.448271","-2.16149","113.038"
2413,0,"-5718.94","409.256","199.056","-889.609","753.958","164.661","-1.04812","8.07679","211.849","-0.434017","-2.14644","113.042"
2414,0,"-5718.92","409.261","199.069","-889.629","753.948","164.65","-1.03751","8.11688","211.839","-0.443217","-2.15965","113.046"
2415,0,"-5718.94","409.243","199.061","-889.623","753.946","164.677","-1.00724","8.07064","211.846","-0.441844","-2.1416","113.046"
2416,0,"-5718.92","409.223","199.09","-889.611","753.954","164.662","-1.04585","8.13888","211.844","-0.441792","-2.16571","113.039"
2417,0,"-5718.99","409.263","199.054","-889.638","753.966","164.656","-0.987643","8.03376","211.827","-0.433804","-2.1574","113.039"
2418,0,"-5718.91","409.222","199.066","-889.613","753.938","164.664","-0.989303","8.07857","211.833","-0.442207","-2.14521","113.045"
2419,0,"-5718.86","409.29","199.102","-889.601","753.945","164.664","-1.07738","8.10319","211.844","-0.444009","-2.15408","113.042"
2420,0,"-5718.94","409.243","199.053","-889.605","753.95","164.647","-1.01482","8.08901","211.84","-0.445011","-2.16167","113.042"
2421,0,"-5718.91","409.282","199.092","-889.606","753.946","164.663","-0.995764","8.04411","211.853","-0.441834","-2.14411","113.046"
2422,0,"-5718.79","409.215","199.178","-889.603","753.961","164.661","-0.997646","8.08073","211.87","-0.44371","-2.15775","113.04"
2423,0,"-5718.89","409.276","199.118","-889.609","753.959","164.643","-1.02409","8.02478","211.86","-0.441897","-2.16582","113.04"
2424,0,"-5718.97","409.276","199.062","-889.62","753.953","164.664","-0.990784","8.0172","211.82","-0.447947","-2.16387","113.042"
2425,0,"-5718.91","409.287","199.127","-889.61","753.944","164.675","-1.01932","8.04059","211.853","-0.434574","-2.13906","113.041"
2426,0,"-5718.86","409.249","199.127","-889.618","753.955","164.65","-0.953964","8.04138","211.847","-0.439289","-2.16017","113.044"
2427,0,"-5718.9","409.243","199.112","-889.619","753.941","164.657","-1.00375","8.00663","211.857","-0.447267","-2.1412","113.054"
2428,0,"-5718.92","409.26","199.07","-889.603","753.95","164.675","-0.997199","8.05302","211.832","-0.438588","-2.13701","113.039"
2429,0,"-5718.94","409.247","199.065","-889.601","753.943","164.641","-1.02085","8.02412","211.848","-0.441957","-2.16793","113.039"
2430,0,"-5718.87","409.242","199.082","-889.564","753.892","164.666","-1.00592","8.05092","211.86","-0.416629","-2.18938","113.018"
2431,0,"-5718.97","409.276","199.065","-889.596","753.951","164.671","-1.00608","8.00213","211.825","-0.436114","-2.13384","113.042"
2432,0,"-5718.96","409.249","199.062","-889.626","753.937","164.663","-1.04243","8.09366","211.831","-0.450696","-2.14611","113.047"
2433,0,"-5718.92","409.234","199.097","-889.624","753.937","164.677","-1.0388","8.04973","211.844","-0.444943","-2.14682","113.048"
2434,0,"-5718.75","409.247","199.079","-889.622","753.948","164.664","-0.816825","7.91335","211.874","-0.444063","-2.15018","113.047"
2435,0,"-5718.94","409.265","199.062","-889.605","753.953","164.661","-1.00372","8.02962","211.839","-0.44416","-2.15934","113.04"
2436,0,"-5718.91","409.284","199.039","-889.599","753.948","164.661","-1.03501","7.94183","211.843","-0.443775","-2.15064","113.044"
2437,0,"-5718.92","409.269","199.077","-889.613","753.962","164.687","-0.997889","8.02799","211.844","-0.429838","-2.1333","113.039"
2438,0,"-5718.89","409.245","199.042","-889.606","753.944","164.653","-1.01768","8.09502","211.855","-0.440036","-2.1477","113.046"
2439,0,"-5718.93","409.269","199.012","-889.608","753.948","164.657","-1.03889","8.09906","211.829","-0.446411","-2.15046","113.045"
2440,0,"-5718.85","409.215","199.166","-889.603","753.959","164.691","-0.961965","8.08188","211.859","-0.430515","-2.13807","113.039"
2441,0,"-5718.96","409.248","199.032","-889.625","753.955","164.654","-0.981183","8.01617","211.829","-0.44487","-2.15677","113.046"
2442,0,"-5718.9","409.29","199.057","-889.61","753.948","164.651","-1.03514","8.05515","211.847","-0.452","-2.16232","113.045"
2443,0,"-5718.99","409.251","199.053","-889.626","753.957","164.679","-1.00985","8.07054","211.828","-0.436423","-2.12905","113.048"
2444,0,"-5718.83","409.242","199.122","-889.615","753.948","164.676","-1.0083","8.0865","211.871","-0.424198","-2.1275","113.037"
2445,0,"-5718.97","409.267","199.01","-889.602","753.961","164.657","-1.02312","7.96813","211.838","-0.448055","-2.16735","113.044"
2446,0,"-5718.92","409.27","199.025","-889.604","753.956","164.657","-1.03797","8.07386","211.851","-0.43602","-2.14994","113.038"
2447,0,"-5718.97","409.278","199.05","-889.606","753.943","164.653","-0.997598","8.02145","211.834","-0.445193","-2.15678","113.044"
2448,0,"-5718.92","409.248","199.071","-889.612","753.944","164.653","-1.00483","8.06345","211.835","-0.449513","-2.15683","113.046"
2449,0,"-5718.89","409.255","199.079","-889.606","753.943","164.677","-1.0692","8.13441","211.871","-0.438761","-2.14015","113.041"
2450,0,"-5718.94","409.272","199.035","-889.613","753.951","164.673","-1.02852","8.05627","211.841","-0.443661","-2.15044","113.041"
2451,0,"-5718.93","409.254","199.018","-889.629","753.949","164.645","-1.05063","8.08363","211.838","-0.438686","-2.14928","113.045"
2452,0,"-5718.86","409.235","199.103","-889.609","753.954","164.658","-1.01214","8.09203","211.863","-0.448518","-2.15751","113.042"
2453,0,"-5718.86","409.201","199.122","-889.609","753.94","164.666","-1.00756","8.08793","211.853","-0.443418","-2.13829","113.05"
2454,0,"-5718.84","409.218","199.089","-889.599","753.954","164.627","-1.01552","8.07412","211.859","-0.448852","-2.17251","113.038"
2455,0,"-5718.96","409.274","198.985","-889.604","753.951","164.647","-1.07671","8.10467","211.841","-0.440608","-2.1438","113.042"
2456,0,"-5718.85","409.265","199.059","-889.606","753.95","164.655","-1.09708","8.12425","211.861","-0.431531","-2.14085","113.044"
2457,0,"-5718.97","409.229","199.019","-889.624","753.95","164.663","-1.00866","8.09512","211.831","-0.449105","-2.1382","113.046"
2458,0,"-5718.84","409.223","199.127","-889.615","753.94","164.656","-0.986272","8.02128","211.851","-0.440718","-2.13434","113.046"
2459,0,"-5718.84","409.198","199.11","-889.625","753.955","164.639","-0.998043","8.06618","211.858","-0.456142","-2.17172","113.044"
2460,0,"-5719","409.271","199.029","-889.624","753.935","164.653","-1.033","8.06458","211.832","-0.435846","-2.14306","113.047"
2461,0,"-5718.84","409.235","199.05","-889.622","753.96","164.664","-1.10023","8.15331","211.862","-0.434431","-2.14478","113.042"
2462,0,"-5718.88","409.22","199.099","-889.612","753.964","164.648","-1.06384","8.06494","211.85","-0.444132","-2.14799","113.044"
2463,0,"-5718.89","409.217","199.042","-889.616","753.942","164.642","-1.02677","8.09346","211.846","-0.458002","-2.15694","113.05"
2464,0,"-5718.78","409.188","199.111","-889.586","753.967","164.654","-0.994539","8.06661","211.873","-0.439225","-2.1469","113.038"
2465,0,"-5718.79","409.196","199.113","-889.607","753.949","164.658","-1.01709","8.11631","211.865","-0.437846","-2.15466","113.042"
2466,0,"-928.263","770.122","167.846","nan","nan","nan","28.2005","2.52516","68.1833","nan","nan","nan"
2467,0,"-928.259","770.107","167.844","nan","nan","nan","28.1565","2.5225","68.1858","nan","nan","nan"
2468,0,"-928.304","770.089","167.818","nan","nan","nan","28.0948","2.49966","68.2289","nan","nan","nan"
2469,0,"-928.373","770.039","167.698","nan","nan","nan","28.0136","2.52206","68.2611","nan","nan","nan"
2470,0,"-928.432","769.993","167.575","nan","nan","nan","27.8668","2.57743","68.3554","nan","nan","nan"
2471,0,"-928.475","769.917","167.425","nan","nan","nan","27.6347","2.65549","68.4733","nan","nan","nan"
2472,0,"-928.55","769.853","167.225","nan","nan","nan","27.4308","2.81615","68.6181","nan","nan","nan"
2473,0,"-928.519","769.768","167.063","nan","nan","nan","27.2262","3.0252","68.7576","nan","nan","nan"
2474,0,"-928.467","769.716","166.919","nan","nan","nan","27.1234","3.25184","68.8817","nan","nan","nan"
2475,0,"-928.382","769.677","166.745","nan","nan","nan","27.074","3.44916","68.9628","nan","nan","nan"
2476,0,"-928.276","769.669","166.636","nan","nan","nan","27.0675","3.58494","69.0304","nan","nan","nan"
2477,0,"-928.179","769.645","166.507","nan","nan","nan","27.0854","3.70037","69.074","nan","nan","nan"
2478,0,"-928.095","769.635","166.408","nan","nan","nan","27.0684","3.74891","69.1196","nan","nan","nan"
2479,0,"-927.992","769.705","166.429","nan","nan","nan","27.0336","3.75029","69.1673","nan","nan","nan"
2480,0,"-927.947","769.694","166.398","nan","nan","nan","27.0488","3.77658","69.181","nan","nan","nan"
2481,0,"-927.915","769.637","166.235","nan","nan","nan","27.1066","3.85625","69.1765","nan","nan","nan"
2482,0,"-927.977","769.477","166.308","nan","nan","nan","27.3066","3.88417","69.2264","nan","nan","nan"
2483,0,"-927.864","769.706","166.299","nan","nan","nan","27.0523","3.79396","69.2195","nan","nan","nan"
2484,0,"-927.86","769.653","166.192","nan","nan","nan","27.1211","3.86219","69.2051","nan","nan","nan"
2485,0,"-927.865","769.626","166.191","nan","nan","nan","27.1163","3.88428","69.1968","nan","nan","nan"
2486,0,"-927.865","769.656","166.213","nan","nan","nan","27.1212","3.90103","69.1953","nan","nan","nan"
2487,0,"-927.854","769.66","166.16","nan","nan","nan","27.1253","3.88475","69.2087","nan","nan","nan"
2488,0,"-927.849","769.685","166.266","nan","nan","nan","27.0576","3.78904","69.2324","nan","nan","nan"
2489,0,"-927.828","769.724","166.284","nan","nan","nan","27.056","3.78525","69.2542","nan","nan","nan"
2490,0,"-927.828","769.707","166.252","nan","nan","nan","27.073","3.81305","69.2307","nan","nan","nan"
2491,0,"-927.835","769.668","166.157","nan","nan","nan","27.1114","3.86867","69.2097","nan","nan","nan"
2492,0,"-927.867","769.634","166.196","nan","nan","nan","27.1178","3.8889","69.195","nan","nan","nan"
2493,0,"-927.849","769.648","166.17","nan","nan","nan","27.1223","3.87268","69.2055","nan","nan","nan"
2494,0,"-927.839","769.662","166.198","nan","nan","nan","27.1195","3.88245","69.2083","nan","nan","nan"
2495,0,"-927.871","769.625","166.179","nan","nan","nan","27.1219","3.89211","69.1962","nan","nan","nan"
2496,0,"-927.848","769.643","166.164","nan","nan","nan","27.1249","3.87709","69.2094","nan","nan","nan"
2497,0,"-927.828","769.651","166.167","nan","nan","nan","27.1209","3.87073","69.2205","nan","nan","nan"
2498,0,"-927.831","769.703","166.273","nan","nan","nan","27.0786","3.81981","69.2301","nan","nan","nan"
2499,0,"-927.86","769.628","166.183","nan","nan","nan","27.1199","3.89895","69.196","nan","nan","nan"
2500,0,"-927.841","769.628","166.164","nan","nan","nan","27.1231","3.88299","69.2011","nan","nan","nan"
2501,0,"-927.841","769.651","166.192","nan","nan","nan","27.1162","3.89029","69.2101","nan","nan","nan"
2502,0,"-927.85","769.654","166.197","nan","nan","nan","27.1223","3.89401","69.2052","nan","nan","nan"
2503,0,"-927.87","769.615","166.167","nan","nan","nan","27.1202","3.8939","69.1869","nan","nan","nan"
2504,0,"-927.868","769.649","166.173","nan","nan","nan","27.1208","3.87485","69.2044","nan","nan","nan"
2505,0,"-927.866","769.604","166.17","nan","nan","nan","27.1149","3.88067","69.2033","nan","nan","nan"
2506,0,"-927.819","769.689","166.26","nan","nan","nan","27.0462","3.78273","69.2411","nan","nan","nan"
2507,0,"-927.832","769.71","166.269","nan","nan","nan","27.0456","3.80627","69.2402","nan","nan","nan"
2508,0,"-927.851","769.63","166.171","nan","nan","nan","27.121","3.86672","69.1985","nan","nan","nan"
2509,0,"-927.837","769.645","166.161","nan","nan","nan","27.1272","3.87397","69.2131","nan","nan","nan"
2510,0,"-927.845","769.649","166.19","nan","nan","nan","27.1309","3.8817","69.2035","nan","nan","nan"
2511,0,"-927.858","769.622","166.134","nan","nan","nan","27.058","3.85834","69.2273","nan","nan","nan"
2512,0,"-927.849","769.643","166.182","nan","nan","nan","27.1287","3.88725","69.2087","nan","nan","nan"
2513,0,"-927.844","769.654","166.184","nan","nan","nan","27.1277","3.88102","69.2117","nan","nan","nan"
2514,0,"-927.856","769.634","166.17","nan","nan","nan","27.1174","3.86966","69.2009","nan","nan","nan"
2515,0,"-927.849","769.645","166.148","nan","nan","nan","27.1272","3.87874","69.2111","nan","nan","nan"
2516,0,"-927.867","769.605","166.174","nan","nan","nan","27.1169","3.90297","69.1833","nan","nan","nan"
2517,0,"-927.862","769.656","166.177","nan","nan","nan","27.1185","3.88061","69.1966","nan","nan","nan"
2518,0,"-927.83","769.704","166.242","nan","nan","nan","27.074","3.79962","69.2314","nan","nan","nan"
2519,0,"-927.831","769.705","166.253","nan","nan","nan","27.0501","3.78797","69.2474","nan","nan","nan"
2520,0,"-927.877","769.598","166.169","nan","nan","nan","27.1116","3.89696","69.189","nan","nan","nan"
2521,0,"-927.854","769.664","166.202","nan","nan","nan","27.1287","3.89267","69.1993","nan","nan","nan"
2522,0,"-927.837","769.655","166.188","nan","nan","nan","27.1177","3.88636","69.2065","nan","nan","nan"
2523,0,"-927.836","769.704","166.274","nan","nan","nan","27.0525","3.80904","69.2329","nan","nan","nan"
2524,0,"-927.822","769.642","166.17","nan","nan","nan","27.1116","3.87478","69.2101","nan","nan","nan"
2525,0,"-927.845","769.626","166.176","nan","nan","nan","27.1163","3.87977","69.2049","nan","nan","nan"
2526,0,"-927.852","769.619","166.163","nan","nan","nan","27.115","3.86442","69.1952","nan","nan","nan"
2527,0,"-927.852","769.641","166.25","nan","nan","nan","27.0544","3.80548","69.2275","nan","nan","nan"
2528,0,"-927.846","769.654","166.181","nan","nan","nan","27.122","3.8812","69.2137","nan","nan","nan"
2529,0,"-927.859","769.642","166.166","nan","nan","nan","27.1273","3.8734","69.2049","nan","nan","nan"
2530,0,"-927.855","769.681","166.195","nan","nan","nan","27.1247","3.88283","69.2027","nan","nan","nan"
2531,0,"-927.845","769.656","166.164","nan","nan","nan","27.1229","3.87806","69.2076","nan","nan","nan"
2532,0,"-927.853","769.638","166.174","nan","nan","nan","27.118","3.88845","69.1956","nan","nan","nan"
2533,0,"-927.839","769.635","166.178","nan","nan","nan","27.1102","3.87436","69.2041","nan","nan","nan"
2534,0,"-927.837","769.641","166.153","nan","nan","nan","27.1211","3.86763","69.2045","nan","nan","nan"
2535,0,"-927.852","769.641","166.18","nan","nan","nan","27.1111","3.888","69.1977","nan","nan","nan"
2536,0,"-927.85","769.638","166.167","nan","nan","nan","27.119","3.87951","69.2027","nan","nan","nan"
2537,0,"-927.849","769.638","166.191","nan","nan","nan","27.1342","3.91677","69.1995","nan","nan","nan"
2538,0,"-927.858","769.655","166.167","nan","nan","nan","27.1195","3.88094","69.214","nan","nan","nan"
2539,0,"-928.037","769.559","166.012","nan","nan","nan","27.3031","4.09735","69.1565","nan","nan","nan"
2540,0,"-928.065","769.555","165.975","nan","nan","nan","27.3252","4.12586","69.1378","nan","nan","nan"
2541,0,"-928.048","769.544","165.976","nan","nan","nan","27.3289","4.12572","69.1444","nan","nan","nan"
2542,0,"-928.037","769.57","166.068","nan","nan","nan","27.2497","4.04845","69.1654","nan","nan","nan"
2543,0,"-928.038","769.538","165.979","nan","nan","nan","27.3158","4.12146","69.1487","nan","nan","nan"
2544,0,"-928.04","769.553","165.975","nan","nan","nan","27.3154","4.12616","69.1377","nan","nan","nan"
2545,0,"-928.048","769.588","166.059","nan","nan","nan","27.2557","4.0171","69.1653","nan","nan","nan"
2546,0,"-928.443","769.43","165.765","nan","nan","nan","27.3316","3.85589","68.9566","nan","nan","nan"
2547,0,"-928.436","769.449","165.786","nan","nan","nan","27.3317","3.86486","68.9641","nan","nan","nan"
2548,0,"-928.478","769.508","165.774","nan","nan","nan","27.3437","3.85436","69.0342","nan","nan","nan"
2549,0,"-928.436","769.384","165.705","nan","nan","nan","27.2126","3.83767","69.0177","nan","nan","nan"
2550,0,"-928.446","769.372","165.706","nan","nan","nan","27.2146","3.84173","69.0037","nan","nan","nan"
2551,0,"-928.429","769.452","165.802","nan","nan","nan","27.1619","3.77669","69.0362","nan","nan","nan"
2552,0,"-928.423","769.418","165.7","nan","nan","nan","27.2179","3.84775","69.015","nan","nan","nan"
2553,0,"-928.428","769.459","165.813","nan","nan","nan","27.164","3.75368","69.0342","nan","nan","nan"
