"Step","sac - train/reward_mean","sac - train/reward_mean__MIN","sac - train/reward_mean__MAX"
"969","28.888772911452087","28.888772911452087","28.888772911452087"
"970","28.951421756394538","28.951421756394538","28.951421756394538"
"971","28.95864448035192","28.95864448035192","28.95864448035192"
"972","28.922452463899372","28.922452463899372","28.922452463899372"
"973","28.877676588381274","28.877676588381274","28.877676588381274"
"974","28.818815752734064","28.818815752734064","28.818815752734064"
"975","28.721521320678857","28.721521320678857","28.721521320678857"
"976","28.71011069390979","28.71011069390979","28.71011069390979"
"977","28.83917072133683","28.83917072133683","28.83917072133683"
"978","29.00681147126072","29.00681147126072","29.00681147126072"
"979","28.939084775024657","28.939084775024657","28.939084775024657"
"980","28.840402142000947","28.840402142000947","28.840402142000947"
"981","28.963425211520498","28.963425211520498","28.963425211520498"
"982","29.056510767187557","29.056510767187557","29.056510767187557"
"983","29.07399434610792","29.07399434610792","29.07399434610792"
"984","29.203593180697045","29.203593180697045","29.203593180697045"
"985","29.173895743289595","29.173895743289595","29.173895743289595"
"986","29.233009136436138","29.233009136436138","29.233009136436138"
"987","29.19456697052867","29.19456697052867","29.19456697052867"
"988","29.357613121565063","29.357613121565063","29.357613121565063"
"989","29.693182106600705","29.693182106600705","29.693182106600705"
"990","30.065207432997976","30.065207432997976","30.065207432997976"
"991","30.774213263509427","30.774213263509427","30.774213263509427"
"992","31.09990433017314","31.09990433017314","31.09990433017314"
"993","31.78568266072367","31.78568266072367","31.78568266072367"
"994","32.528935800870514","32.528935800870514","32.528935800870514"
"995","32.717647999046","32.717647999046","32.717647999046"
"996","32.67518849505634","32.67518849505634","32.67518849505634"
"997","32.8185967178695","32.8185967178695","32.8185967178695"
"998","32.845436576433116","32.845436576433116","32.845436576433116"
"999","32.90492827772219","32.90492827772219","32.90492827772219"
"1000","32.77665204805378","32.77665204805378","32.77665204805378"
"1001","32.87642836649959","32.87642836649959","32.87642836649959"
"1002","33.10134394047838","33.10134394047838","33.10134394047838"
"1003","33.09432617235054","33.09432617235054","33.09432617235054"
"1004","34.04855614977945","34.04855614977945","34.04855614977945"
"1005","34.004412193513105","34.004412193513105","34.004412193513105"
"1006","34.1694645327801","34.1694645327801","34.1694645327801"
"1007","34.31309964827318","34.31309964827318","34.31309964827318"
"1008","33.710926491870175","33.710926491870175","33.710926491870175"
"1009","33.82587397460882","33.82587397460882","33.82587397460882"
"1010","33.8365445921543","33.8365445921543","33.8365445921543"
"1011","33.94291010805134","33.94291010805134","33.94291010805134"
"1012","33.86903662356277","33.86903662356277","33.86903662356277"
"1013","33.790095596143125","33.790095596143125","33.790095596143125"
"1014","34.35188193573345","34.35188193573345","34.35188193573345"
"1015","35.05632540623154","35.05632540623154","35.05632540623154"
"1016","35.35378681561406","35.35378681561406","35.35378681561406"
"1017","35.690498563991476","35.690498563991476","35.690498563991476"
"1018","36.034715091376185","36.034715091376185","36.034715091376185"
"1019","36.49767983715478","36.49767983715478","36.49767983715478"
"1020","36.48817997486758","36.48817997486758","36.48817997486758"
"1021","36.569730834024575","36.569730834024575","36.569730834024575"
"1022","36.671098911719945","36.671098911719945","36.671098911719945"
"1023","36.706956029207994","36.706956029207994","36.706956029207994"
"1024","37.238889571138046","37.238889571138046","37.238889571138046"
"1025","37.344134390415476","37.344134390415476","37.344134390415476"
"1026","37.23761099147223","37.23761099147223","37.23761099147223"
"1027","37.828487717132866","37.828487717132866","37.828487717132866"
"1028","38.483104984998555","38.483104984998555","38.483104984998555"
"1029","39.006945745957985","39.006945745957985","39.006945745957985"
"1030","39.24311276194077","39.24311276194077","39.24311276194077"
"1031","39.29061053869684","39.29061053869684","39.29061053869684"
"1032","39.902135526061954","39.902135526061954","39.902135526061954"
"1033","40.416449295961264","40.416449295961264","40.416449295961264"
"1034","40.390234516313264","40.390234516313264","40.390234516313264"
"1035","40.87142031799784","40.87142031799784","40.87142031799784"
"1036","40.91232927256511","40.91232927256511","40.91232927256511"
"1037","41.37919857588902","41.37919857588902","41.37919857588902"
"1038","41.200475102457716","41.200475102457716","41.200475102457716"
"1039","41.31128422385038","41.31128422385038","41.31128422385038"
"1040","41.41167415488468","41.41167415488468","41.41167415488468"
"1041","41.43002440659286","41.43002440659286","41.43002440659286"
"1042","41.39907763817304","41.39907763817304","41.39907763817304"
"1043","41.30469342483397","41.30469342483397","41.30469342483397"
"1044","41.20284590966257","41.20284590966257","41.20284590966257"
"1045","41.08807691832262","41.08807691832262","41.08807691832262"
"1046","41.148701465471675","41.148701465471675","41.148701465471675"
"1047","41.12068940099984","41.12068940099984","41.12068940099984"
"1048","41.34755710789657","41.34755710789657","41.34755710789657"
"1049","41.352709298335974","41.352709298335974","41.352709298335974"
"1050","41.51921008683465","41.51921008683465","41.51921008683465"
"1051","41.543337406503994","41.543337406503994","41.543337406503994"
"1052","41.572395334222385","41.572395334222385","41.572395334222385"
"1053","41.60397934517547","41.60397934517547","41.60397934517547"
"1054","41.39227985529884","41.39227985529884","41.39227985529884"
"1055","41.39617499761938","41.39617499761938","41.39617499761938"
"1056","41.454310580996825","41.454310580996825","41.454310580996825"
"1057","41.381732388084785","41.381732388084785","41.381732388084785"
"1058","41.70280167095552","41.70280167095552","41.70280167095552"
"1059","41.60154011583145","41.60154011583145","41.60154011583145"
"1060","41.95103265684287","41.95103265684287","41.95103265684287"
"1061","41.93964235058243","41.93964235058243","41.93964235058243"
"1062","41.82534334990618","41.82534334990618","41.82534334990618"
"1063","41.66562259357888","41.66562259357888","41.66562259357888"
"1064","41.59499732099357","41.59499732099357","41.59499732099357"
"1065","41.566880432874896","41.566880432874896","41.566880432874896"
"1066","41.56258923323883","41.56258923323883","41.56258923323883"
"1067","41.24288811392791","41.24288811392791","41.24288811392791"
"1068","41.57749833122216","41.57749833122216","41.57749833122216"
"1069","41.25869993485249","41.25869993485249","41.25869993485249"
"1070","41.22239033781196","41.22239033781196","41.22239033781196"
"1071","41.24831259980885","41.24831259980885","41.24831259980885"
"1072","41.300392699577785","41.300392699577785","41.300392699577785"
"1073","41.407395829121526","41.407395829121526","41.407395829121526"
"1074","41.75813110615214","41.75813110615214","41.75813110615214"
"1075","42.29418994742533","42.29418994742533","42.29418994742533"
"1076","42.69060535808181","42.69060535808181","42.69060535808181"
"1077","42.8716159469969","42.8716159469969","42.8716159469969"
"1078","42.760299716904704","42.760299716904704","42.760299716904704"
"1079","42.805168543444886","42.805168543444886","42.805168543444886"
"1080","42.89444829810964","42.89444829810964","42.89444829810964"
"1081","43.33441826567607","43.33441826567607","43.33441826567607"
"1082","43.55191949438624","43.55191949438624","43.55191949438624"
"1083","43.57196897629969","43.57196897629969","43.57196897629969"
"1084","43.468376883415914","43.468376883415914","43.468376883415914"
"1085","43.66843440314144","43.66843440314144","43.66843440314144"
"1086","43.649819862808506","43.649819862808506","43.649819862808506"
"1087","43.72592053495202","43.72592053495202","43.72592053495202"
"1088","43.58748829185817","43.58748829185817","43.58748829185817"
"1089","43.30738631811546","43.30738631811546","43.30738631811546"
"1090","43.03852046400861","43.03852046400861","43.03852046400861"
"1091","42.42541459713684","42.42541459713684","42.42541459713684"
"1092","42.305430294969995","42.305430294969995","42.305430294969995"
"1093","41.78514028009115","41.78514028009115","41.78514028009115"
"1094","41.160485700975116","41.160485700975116","41.160485700975116"
"1095","41.2137563418792","41.2137563418792","41.2137563418792"
"1096","41.29197171467444","41.29197171467444","41.29197171467444"
"1097","41.62524628020444","41.62524628020444","41.62524628020444"
"1098","41.99646408028522","41.99646408028522","41.99646408028522"
"1099","42.379610978696434","42.379610978696434","42.379610978696434"
"1100","42.58415119553072","42.58415119553072","42.58415119553072"
"1101","42.92299179182475","42.92299179182475","42.92299179182475"
"1102","42.72047864418389","42.72047864418389","42.72047864418389"
"1103","43.089919586404285","43.089919586404285","43.089919586404285"
"1104","42.416245129410235","42.416245129410235","42.416245129410235"
"1105","42.94172955924558","42.94172955924558","42.94172955924558"
"1106","43.1628143135822","43.1628143135822","43.1628143135822"
"1107","43.25222611959005","43.25222611959005","43.25222611959005"
"1108","43.999673348152136","43.999673348152136","43.999673348152136"
"1109","44.105945242595915","44.105945242595915","44.105945242595915"
"1110","44.50784458490991","44.50784458490991","44.50784458490991"
"1111","44.7171704859726","44.7171704859726","44.7171704859726"
"1112","44.94524206005706","44.94524206005706","44.94524206005706"
"1113","45.2972821772538","45.2972821772538","45.2972821772538"
"1114","45.20165136517695","45.20165136517695","45.20165136517695"
"1115","45.036002758962276","45.036002758962276","45.036002758962276"
"1116","45.0426075086018","45.0426075086018","45.0426075086018"
"1117","45.00530551354837","45.00530551354837","45.00530551354837"
"1118","45.11794570135855","45.11794570135855","45.11794570135855"
"1119","44.899285351149445","44.899285351149445","44.899285351149445"
"1120","45.3513110546206","45.3513110546206","45.3513110546206"
"1121","45.75445338813559","45.75445338813559","45.75445338813559"
"1122","45.95533147138049","45.95533147138049","45.95533147138049"
"1123","46.3225678995371","46.3225678995371","46.3225678995371"
"1124","45.8130344438579","45.8130344438579","45.8130344438579"
"1125","45.61580393302749","45.61580393302749","45.61580393302749"
"1126","45.87492771780846","45.87492771780846","45.87492771780846"
"1127","45.46405339389137","45.46405339389137","45.46405339389137"
"1128","45.23927835916664","45.23927835916664","45.23927835916664"
"1129","45.18343706909538","45.18343706909538","45.18343706909538"
"1130","45.38445995425078","45.38445995425078","45.38445995425078"
"1131","45.861542924057865","45.861542924057865","45.861542924057865"
"1132","45.795206972059965","45.795206972059965","45.795206972059965"
"1133","45.45822380127123","45.45822380127123","45.45822380127123"
"1134","45.869260593002835","45.869260593002835","45.869260593002835"
"1135","45.90003355164925","45.90003355164925","45.90003355164925"
"1136","45.41350404881785","45.41350404881785","45.41350404881785"
"1137","45.197496470740006","45.197496470740006","45.197496470740006"
"1138","45.620170998313405","45.620170998313405","45.620170998313405"
"1139","45.9629469809038","45.9629469809038","45.9629469809038"
"1140","46.34437547041889","46.34437547041889","46.34437547041889"
"1141","46.622854269254894","46.622854269254894","46.622854269254894"
"1142","46.82073294046888","46.82073294046888","46.82073294046888"
"1143","47.23388288816757","47.23388288816757","47.23388288816757"
"1144","47.35391484176129","47.35391484176129","47.35391484176129"
"1145","47.94703904444992","47.94703904444992","47.94703904444992"
"1146","48.74898199520714","48.74898199520714","48.74898199520714"
"1147","49.20938806150982","49.20938806150982","49.20938806150982"
"1148","48.36437622913567","48.36437622913567","48.36437622913567"
"1149","48.8599022373691","48.8599022373691","48.8599022373691"
"1150","49.175850741224714","49.175850741224714","49.175850741224714"
"1151","49.63434485708072","49.63434485708072","49.63434485708072"
"1152","49.82455360873311","49.82455360873311","49.82455360873311"
"1153","50.378227810074456","50.378227810074456","50.378227810074456"
"1154","50.733507925213196","50.733507925213196","50.733507925213196"
"1155","50.6722690976382","50.6722690976382","50.6722690976382"
"1156","50.338504660083565","50.338504660083565","50.338504660083565"
"1157","50.66682201491034","50.66682201491034","50.66682201491034"
"1158","50.23767265422566","50.23767265422566","50.23767265422566"
"1159","50.43879627140652","50.43879627140652","50.43879627140652"
"1160","50.209868421400515","50.209868421400515","50.209868421400515"
"1161","50.534932799883734","50.534932799883734","50.534932799883734"
"1162","50.806841833216225","50.806841833216225","50.806841833216225"
"1163","51.152955086831845","51.152955086831845","51.152955086831845"
"1164","51.518474724679166","51.518474724679166","51.518474724679166"
"1165","51.73221042675721","51.73221042675721","51.73221042675721"
"1166","52.159896561911864","52.159896561911864","52.159896561911864"
"1167","52.23285638303887","52.23285638303887","52.23285638303887"
"1168","52.205623737282714","52.205623737282714","52.205623737282714"
"1169","52.48194116959594","52.48194116959594","52.48194116959594"
"1170","52.49245156988282","52.49245156988282","52.49245156988282"
"1171","52.77310286212492","52.77310286212492","52.77310286212492"
"1172","53.19592823514495","53.19592823514495","53.19592823514495"
"1173","53.379634778837335","53.379634778837335","53.379634778837335"
"1174","53.29389924298839","53.29389924298839","53.29389924298839"
"1175","52.95369181970322","52.95369181970322","52.95369181970322"
"1176","52.91647280934454","52.91647280934454","52.91647280934454"
"1177","52.87524784054329","52.87524784054329","52.87524784054329"
"1178","53.02513947293561","53.02513947293561","53.02513947293561"
"1179","53.22861811418572","53.22861811418572","53.22861811418572"
"1180","53.39690535937922","53.39690535937922","53.39690535937922"
"1181","53.07330976755844","53.07330976755844","53.07330976755844"
"1182","53.01744293723043","53.01744293723043","53.01744293723043"
"1183","53.126361531598576","53.126361531598576","53.126361531598576"
"1184","53.3867020736724","53.3867020736724","53.3867020736724"
"1185","53.304966320003935","53.304966320003935","53.304966320003935"
"1186","53.418115528487284","53.418115528487284","53.418115528487284"
"1187","53.578068420423115","53.578068420423115","53.578068420423115"
"1188","53.69346976865261","53.69346976865261","53.69346976865261"
"1189","53.71858478030601","53.71858478030601","53.71858478030601"
"1190","53.993259121537605","53.993259121537605","53.993259121537605"
"1191","54.467870472114924","54.467870472114924","54.467870472114924"
"1192","54.929124462766964","54.929124462766964","54.929124462766964"
"1193","55.366185193485045","55.366185193485045","55.366185193485045"
"1194","55.29258530719618","55.29258530719618","55.29258530719618"
"1195","55.30973232227324","55.30973232227324","55.30973232227324"
"1196","55.53560620319976","55.53560620319976","55.53560620319976"
"1197","55.60543176916665","55.60543176916665","55.60543176916665"
"1198","55.83759928963384","55.83759928963384","55.83759928963384"
"1199","55.57819187567108","55.57819187567108","55.57819187567108"
"1200","55.9479745866545","55.9479745866545","55.9479745866545"
"1201","55.93550326627684","55.93550326627684","55.93550326627684"
"1202","56.1717534190993","56.1717534190993","56.1717534190993"
"1203","55.934752360267495","55.934752360267495","55.934752360267495"
"1204","55.842660431368216","55.842660431368216","55.842660431368216"
"1205","55.939705163696715","55.939705163696715","55.939705163696715"
"1206","55.62049514827312","55.62049514827312","55.62049514827312"
"1207","55.81292082978406","55.81292082978406","55.81292082978406"
"1208","55.76799510532984","55.76799510532984","55.76799510532984"
"1209","55.49637896904716","55.49637896904716","55.49637896904716"
"1210","55.51651089186017","55.51651089186017","55.51651089186017"
"1211","55.39855936193308","55.39855936193308","55.39855936193308"
"1212","55.64805358565813","55.64805358565813","55.64805358565813"
"1213","55.216103975525414","55.216103975525414","55.216103975525414"
"1214","54.72337493828899","54.72337493828899","54.72337493828899"
"1215","54.45239161918341","54.45239161918341","54.45239161918341"
"1216","54.169516958239775","54.169516958239775","54.169516958239775"
"1217","54.26672470844985","54.26672470844985","54.26672470844985"
"1218","54.25164900932164","54.25164900932164","54.25164900932164"
"1219","54.29570857722946","54.29570857722946","54.29570857722946"
"1220","53.90504602896684","53.90504602896684","53.90504602896684"
"1221","53.43988509350159","53.43988509350159","53.43988509350159"
"1222","53.187019914856","53.187019914856","53.187019914856"
"1223","53.170268287643495","53.170268287643495","53.170268287643495"
"1224","53.53519644531997","53.53519644531997","53.53519644531997"
"1225","53.88293562895263","53.88293562895263","53.88293562895263"
"1226","54.01389963320567","54.01389963320567","54.01389963320567"
"1227","53.91469474126462","53.91469474126462","53.91469474126462"
"1228","53.94181416906759","53.94181416906759","53.94181416906759"
"1229","53.90436541769763","53.90436541769763","53.90436541769763"
"1230","53.70769336570863","53.70769336570863","53.70769336570863"
"1231","53.33016053154709","53.33016053154709","53.33016053154709"
"1232","53.124821848865764","53.124821848865764","53.124821848865764"
"1233","53.16919219353812","53.16919219353812","53.16919219353812"
"1234","53.2069080074515","53.2069080074515","53.2069080074515"
"1235","52.998635385037566","52.998635385037566","52.998635385037566"
"1236","53.809757269063205","53.809757269063205","53.809757269063205"
"1237","53.80862809284002","53.80862809284002","53.80862809284002"
"1238","53.98348160645336","53.98348160645336","53.98348160645336"
"1239","53.78906285844155","53.78906285844155","53.78906285844155"
"1240","53.534973660079935","53.534973660079935","53.534973660079935"
"1241","53.374896059901154","53.374896059901154","53.374896059901154"
"1242","53.54836569501896","53.54836569501896","53.54836569501896"
"1243","53.21163896485109","53.21163896485109","53.21163896485109"
"1244","53.1256121883529","53.1256121883529","53.1256121883529"
"1245","52.71304371345345","52.71304371345345","52.71304371345345"
"1246","52.203688067174745","52.203688067174745","52.203688067174745"
"1247","52.14439582439395","52.14439582439395","52.14439582439395"
"1248","53.03105795244476","53.03105795244476","53.03105795244476"
"1249","52.917366788310694","52.917366788310694","52.917366788310694"
"1250","52.75629410322546","52.75629410322546","52.75629410322546"
"1251","52.564014032637","52.564014032637","52.564014032637"
"1252","52.79086697619897","52.79086697619897","52.79086697619897"
"1253","52.68443199772876","52.68443199772876","52.68443199772876"
"1254","52.81259040685859","52.81259040685859","52.81259040685859"
"1255","53.22052255572541","53.22052255572541","53.22052255572541"
"1256","53.48256214800663","53.48256214800663","53.48256214800663"
"1257","53.57242677684075","53.57242677684075","53.57242677684075"
"1258","54.04719094609975","54.04719094609975","54.04719094609975"
"1259","54.2498137231359","54.2498137231359","54.2498137231359"
"1260","54.1314692510944","54.1314692510944","54.1314692510944"
"1261","53.85330886217767","53.85330886217767","53.85330886217767"
"1262","53.71427239095794","53.71427239095794","53.71427239095794"
"1263","53.72175379967523","53.72175379967523","53.72175379967523"
"1264","53.721289613146524","53.721289613146524","53.721289613146524"
"1265","54.07906082248223","54.07906082248223","54.07906082248223"
"1266","53.88880321900224","53.88880321900224","53.88880321900224"
"1267","54.21462152490198","54.21462152490198","54.21462152490198"
"1268","54.236387802944904","54.236387802944904","54.236387802944904"
"1269","53.945479622520885","53.945479622520885","53.945479622520885"
"1270","54.29496454523915","54.29496454523915","54.29496454523915"
"1271","54.52735268628496","54.52735268628496","54.52735268628496"
"1272","54.25654137954387","54.25654137954387","54.25654137954387"
"1273","54.427677843438374","54.427677843438374","54.427677843438374"
"1274","54.84687510256839","54.84687510256839","54.84687510256839"
"1275","55.25372266848435","55.25372266848435","55.25372266848435"
"1276","55.4152902663532","55.4152902663532","55.4152902663532"
"1277","55.60846577831408","55.60846577831408","55.60846577831408"
"1278","55.94629652200385","55.94629652200385","55.94629652200385"
"1279","56.05403959481077","56.05403959481077","56.05403959481077"
"1280","56.26589750694142","56.26589750694142","56.26589750694142"
"1281","56.269205383630776","56.269205383630776","56.269205383630776"
"1282","56.451008924777","56.451008924777","56.451008924777"
"1283","56.746486904473","56.746486904473","56.746486904473"
"1284","56.78679895695155","56.78679895695155","56.78679895695155"
"1285","56.96278241391616","56.96278241391616","56.96278241391616"
"1286","57.457499340886606","57.457499340886606","57.457499340886606"
"1287","57.613260138927615","57.613260138927615","57.613260138927615"
"1288","57.92522537609901","57.92522537609901","57.92522537609901"
"1289","58.24894475193567","58.24894475193567","58.24894475193567"
"1290","58.21652830624826","58.21652830624826","58.21652830624826"
"1291","58.149089997376905","58.149089997376905","58.149089997376905"
"1292","58.1197295208216","58.1197295208216","58.1197295208216"
"1293","57.99679839961104","57.99679839961104","57.99679839961104"
"1294","58.49726653174835","58.49726653174835","58.49726653174835"
"1295","58.581669019692235","58.581669019692235","58.581669019692235"
"1296","58.68121926152951","58.68121926152951","58.68121926152951"
"1297","58.69054351654882","58.69054351654882","58.69054351654882"
"1298","58.45769393135375","58.45769393135375","58.45769393135375"
"1299","58.76452114147647","58.76452114147647","58.76452114147647"
"1300","59.39248757773592","59.39248757773592","59.39248757773592"
"1301","59.38729106271221","59.38729106271221","59.38729106271221"
"1302","59.565431553759154","59.565431553759154","59.565431553759154"
"1303","59.73266825317452","59.73266825317452","59.73266825317452"
"1304","59.81054944942473","59.81054944942473","59.81054944942473"
"1305","59.514730277687775","59.514730277687775","59.514730277687775"
"1306","59.60130061997334","59.60130061997334","59.60130061997334"
"1307","59.58820618096972","59.58820618096972","59.58820618096972"
"1308","59.8177071340871","59.8177071340871","59.8177071340871"
"1309","60.566305588141546","60.566305588141546","60.566305588141546"
"1310","60.629122059410435","60.629122059410435","60.629122059410435"
"1311","61.001426330292595","61.001426330292595","61.001426330292595"
"1312","60.617967859286","60.617967859286","60.617967859286"
"1313","61.213248053177374","61.213248053177374","61.213248053177374"
"1314","61.52682167871681","61.52682167871681","61.52682167871681"
"1315","61.88826951749448","61.88826951749448","61.88826951749448"
"1316","62.176429423191436","62.176429423191436","62.176429423191436"
"1317","62.14132692677886","62.14132692677886","62.14132692677886"
"1318","62.25911242731832","62.25911242731832","62.25911242731832"
"1319","62.95825276751988","62.95825276751988","62.95825276751988"
"1320","63.582093612039316","63.582093612039316","63.582093612039316"
"1321","64.02658402991001","64.02658402991001","64.02658402991001"
"1322","64.43565098531995","64.43565098531995","64.43565098531995"
"1323","64.58938810309614","64.58938810309614","64.58938810309614"
"1324","64.55008396638543","64.55008396638543","64.55008396638543"
"1325","64.4636225790529","64.4636225790529","64.4636225790529"
"1326","64.66268685728355","64.66268685728355","64.66268685728355"
"1327","65.08348110851176","65.08348110851176","65.08348110851176"
"1328","65.16753956390356","65.16753956390356","65.16753956390356"
"1329","65.03170908850429","65.03170908850429","65.03170908850429"
"1330","65.28377825756368","65.28377825756368","65.28377825756368"
"1331","65.47809233758642","65.47809233758642","65.47809233758642"
"1332","65.36675018893598","65.36675018893598","65.36675018893598"
"1333","65.62748492220577","65.62748492220577","65.62748492220577"
"1334","65.86113720380978","65.86113720380978","65.86113720380978"
"1335","66.09825061165073","66.09825061165073","66.09825061165073"
"1336","66.26249082739741","66.26249082739741","66.26249082739741"
"1337","66.42260830144208","66.42260830144208","66.42260830144208"
"1338","66.110871787801","66.110871787801","66.110871787801"
"1339","66.42070053998715","66.42070053998715","66.42070053998715"
"1340","66.86312036862","66.86312036862","66.86312036862"
"1341","67.30137295194305","67.30137295194305","67.30137295194305"
"1342","67.41801928511923","67.41801928511923","67.41801928511923"
"1343","67.89004004908594","67.89004004908594","67.89004004908594"
"1344","68.25974451381582","68.25974451381582","68.25974451381582"
"1345","68.33746567598705","68.33746567598705","68.33746567598705"
"1346","68.1937585381155","68.1937585381155","68.1937585381155"
"1347","68.01194754495445","68.01194754495445","68.01194754495445"
"1348","67.71944527049709","67.71944527049709","67.71944527049709"
"1349","67.78727945774023","67.78727945774023","67.78727945774023"
"1350","68.12362431251604","68.12362431251604","68.12362431251604"
"1351","68.35481471320308","68.35481471320308","68.35481471320308"
"1352","68.27459056284948","68.27459056284948","68.27459056284948"
"1353","68.01132038100593","68.01132038100593","68.01132038100593"
"1354","67.91728340382659","67.91728340382659","67.91728340382659"
"1355","67.91243715919292","67.91243715919292","67.91243715919292"
"1356","67.77447933411895","67.77447933411895","67.77447933411895"
"1357","67.61255546101107","67.61255546101107","67.61255546101107"
"1358","67.30859689339734","67.30859689339734","67.30859689339734"
"1359","67.20348810053169","67.20348810053169","67.20348810053169"
"1360","67.60399180578038","67.60399180578038","67.60399180578038"
"1361","67.9484977998954","67.9484977998954","67.9484977998954"
"1362","68.31507987054036","68.31507987054036","68.31507987054036"
"1363","68.36757455416927","68.36757455416927","68.36757455416927"
"1364","68.54836085422866","68.54836085422866","68.54836085422866"
"1365","68.34116861899355","68.34116861899355","68.34116861899355"
"1366","68.5432354744614","68.5432354744614","68.5432354744614"
"1367","68.62617500281864","68.62617500281864","68.62617500281864"
"1368","68.91799873273558","68.91799873273558","68.91799873273558"
"1369","69.27003201121202","69.27003201121202","69.27003201121202"
"1370","69.3860550655864","69.3860550655864","69.3860550655864"
"1371","69.31982800583093","69.31982800583093","69.31982800583093"
"1372","69.58290009461547","69.58290009461547","69.58290009461547"
"1373","69.44275098493526","69.44275098493526","69.44275098493526"
"1374","69.2284731096236","69.2284731096236","69.2284731096236"
"1375","69.25621056041884","69.25621056041884","69.25621056041884"
"1376","69.31406233162357","69.31406233162357","69.31406233162357"
"1377","69.34793292289338","69.34793292289338","69.34793292289338"
"1378","69.2123344959246","69.2123344959246","69.2123344959246"
"1379","69.3819399314301","69.3819399314301","69.3819399314301"
"1380","69.30771057469974","69.30771057469974","69.30771057469974"
"1381","69.7109179602025","69.7109179602025","69.7109179602025"
"1382","69.86929335725465","69.86929335725465","69.86929335725465"
"1383","69.98813816235837","69.98813816235837","69.98813816235837"
"1384","70.0137380971809","70.0137380971809","70.0137380971809"
"1385","69.98127172824024","69.98127172824024","69.98127172824024"
"1386","69.78231527881726","69.78231527881726","69.78231527881726"
"1387","69.96536572263838","69.96536572263838","69.96536572263838"
"1388","70.0072588745624","70.0072588745624","70.0072588745624"
"1389","70.10463865694386","70.10463865694386","70.10463865694386"
"1390","70.21170928313194","70.21170928313194","70.21170928313194"
"1391","70.07456200585031","70.07456200585031","70.07456200585031"
"1392","69.84863485923299","69.84863485923299","69.84863485923299"
"1393","69.86710474576597","69.86710474576597","69.86710474576597"
"1394","69.5794024796065","69.5794024796065","69.5794024796065"
"1395","69.67054408150987","69.67054408150987","69.67054408150987"
"1396","69.72951446038932","69.72951446038932","69.72951446038932"
"1397","69.78346082258577","69.78346082258577","69.78346082258577"
"1398","69.91103743576983","69.91103743576983","69.91103743576983"
"1399","69.68281941038862","69.68281941038862","69.68281941038862"
"1400","69.14994523790737","69.14994523790737","69.14994523790737"
"1401","68.84599243953257","68.84599243953257","68.84599243953257"
"1402","68.56764331792427","68.56764331792427","68.56764331792427"
"1403","68.61750407633318","68.61750407633318","68.61750407633318"
"1404","68.85852297518348","68.85852297518348","68.85852297518348"
"1405","69.11352612135644","69.11352612135644","69.11352612135644"
"1406","69.43459009799818","69.43459009799818","69.43459009799818"
"1407","69.51763015648994","69.51763015648994","69.51763015648994"
"1408","69.67009327673998","69.67009327673998","69.67009327673998"
"1409","69.32660640574704","69.32660640574704","69.32660640574704"
"1410","69.27360742747962","69.27360742747962","69.27360742747962"
"1411","69.1369464760664","69.1369464760664","69.1369464760664"
"1412","68.97649553452739","68.97649553452739","68.97649553452739"
"1413","68.8212865683169","68.8212865683169","68.8212865683169"
"1414","69.01024035069746","69.01024035069746","69.01024035069746"
"1415","68.702183425654","68.702183425654","68.702183425654"
"1416","68.8091847866425","68.8091847866425","68.8091847866425"
"1417","68.8429325872544","68.8429325872544","68.8429325872544"
"1418","68.84934411873816","68.84934411873816","68.84934411873816"
"1419","68.10628738871084","68.10628738871084","68.10628738871084"
"1420","67.7412462043693","67.7412462043693","67.7412462043693"
"1421","67.30872373083147","67.30872373083147","67.30872373083147"
"1422","67.32233026521288","67.32233026521288","67.32233026521288"
"1423","67.36334670287798","67.36334670287798","67.36334670287798"
"1424","67.45516968985328","67.45516968985328","67.45516968985328"
"1425","67.48350949128398","67.48350949128398","67.48350949128398"
"1426","67.46601459087287","67.46601459087287","67.46601459087287"
"1427","67.37641958452477","67.37641958452477","67.37641958452477"
"1428","67.22146254889384","67.22146254889384","67.22146254889384"
"1429","67.47217706430419","67.47217706430419","67.47217706430419"
"1430","67.4095093172574","67.4095093172574","67.4095093172574"
"1431","67.50609251332418","67.50609251332418","67.50609251332418"
"1432","67.73800562245255","67.73800562245255","67.73800562245255"
"1433","67.53041632977659","67.53041632977659","67.53041632977659"
"1434","67.05582708682162","67.05582708682162","67.05582708682162"
"1435","66.9399950355128","66.9399950355128","66.9399950355128"
"1436","66.89350565721044","66.89350565721044","66.89350565721044"
"1437","66.92120033427369","66.92120033427369","66.92120033427369"
"1438","67.31103155735585","67.31103155735585","67.31103155735585"
"1439","67.19805181626866","67.19805181626866","67.19805181626866"
"1440","66.84763542197815","66.84763542197815","66.84763542197815"
"1441","66.71200980652294","66.71200980652294","66.71200980652294"
"1442","66.71041252796941","66.71041252796941","66.71041252796941"
"1443","66.50967232437509","66.50967232437509","66.50967232437509"
"1444","66.4512402384652","66.4512402384652","66.4512402384652"
"1445","66.55202061098181","66.55202061098181","66.55202061098181"
"1446","66.75032602741494","66.75032602741494","66.75032602741494"
"1447","66.95078419100605","66.95078419100605","66.95078419100605"
"1448","67.33391533792829","67.33391533792829","67.33391533792829"
"1449","67.44859384764796","67.44859384764796","67.44859384764796"
"1450","67.43159876591405","67.43159876591405","67.43159876591405"
"1451","67.52369340130939","67.52369340130939","67.52369340130939"
