s_m,x_m,y_m,heading_rad,curvature_inv_m,width_m,left_width_m,right_width_m
14.149951289,0.209129037,3.466167907,-1.722712846,0.311549636,1.000000000,0.500000000,0.500000000
14.199952502,0.201947410,3.416685127,-1.706863520,0.322401132,1.000000000,0.500000000,0.500000000
14.249953779,0.195564368,3.367092945,-1.691683103,0.284795096,1.000000000,0.500000000,0.500000000
14.299954963,0.189888163,3.317414992,-1.677492900,0.282792904,1.000000000,0.500000000,0.500000000
14.349956396,0.184914931,3.267661496,-1.662138943,0.331342937,1.000000000,0.500000000,0.500000000
14.399957840,0.180766649,3.217832427,-1.646877804,0.279080360,1.000000000,0.500000000,0.500000000
14.449959043,0.177314104,3.167950564,-1.632951698,0.277944311,1.000000000,0.500000000,0.500000000
14.499960307,0.174555110,3.118025476,-1.618672820,0.293191402,1.000000000,0.500000000,0.500000000
14.549961649,0.172528288,3.068065230,-1.603637462,0.308201482,1.000000000,0.500000000,0.500000000
14.599963002,0.171271595,3.018079672,-1.589023173,0.276350008,1.000000000,0.500000000,0.500000000
14.649964187,0.170705701,2.968081690,-1.575199801,0.276565849,1.000000000,0.500000000,0.500000000
14.699965475,0.170831249,2.918080559,-1.560911558,0.294944450,1.000000000,0.500000000,0.500000000
14.749966830,0.171694161,2.868086651,-1.545901615,0.305431889,1.000000000,0.500000000,0.500000000
14.799968166,0.173320457,2.818111770,-1.531297634,0.278707397,1.000000000,0.500000000,0.500000000
14.849969323,0.175643006,2.768164583,-1.517330163,0.279972549,1.000000000,0.500000000,0.500000000
14.899970553,0.178664523,2.718254730,-1.503065497,0.290594702,1.000000000,0.500000000,0.500000000
14.949971942,0.182410910,2.668393889,-1.487820205,0.319195100,1.000000000,0.500000000,0.500000000
14.999973321,0.186952583,2.618599199,-1.472702691,0.285484339,1.000000000,0.500000000,0.500000000
15.049974446,0.192204546,2.568874664,-1.458372197,0.287716231,1.000000000,0.500000000,0.500000000
15.099975564,0.198171290,2.519230835,-1.443924901,0.290156153,1.000000000,0.500000000,0.500000000
15.149976935,0.204857662,2.469678544,-1.428407935,0.330500729,1.000000000,0.500000000,0.500000000
15.199978286,0.212361965,2.420243531,-1.412535519,0.304373320,1.000000000,0.500000000,0.500000000
15.249979411,0.220617695,2.370928670,-1.397438413,0.299490984,1.000000000,0.500000000,0.500000000
15.299980408,0.229610938,2.321743091,-1.382380021,0.302825402,1.000000000,0.500000000,0.500000000
15.349981543,0.239347903,2.272699182,-1.366763026,0.321833912,1.000000000,0.500000000,0.500000000
15.399982799,0.249872827,2.223818188,-1.350147544,0.342762147,1.000000000,0.500000000,0.500000000
15.449984004,0.261233911,2.175124797,-1.333701935,0.315040406,1.000000000,0.500000000,0.500000000
15.499984913,0.273360525,2.126616693,-1.317845212,0.319208540,1.000000000,0.500000000,0.500000000
15.549985813,0.286259791,2.078308320,-1.301775678,0.323552341,1.000000000,0.500000000,0.500000000
15.599987011,0.299938957,2.030214659,-1.284491058,0.367809310,1.000000000,0.500000000,0.500000000
15.649988180,0.314500249,1.982380720,-1.266669571,0.345025706,1.000000000,0.500000000,0.500000000
15.699989078,0.329884474,1.934805355,-1.249569154,0.338969815,1.000000000,0.500000000,0.500000000
15.749989780,0.346072740,1.887497742,-1.232493606,0.344031883,1.000000000,0.500000000,0.500000000
15.799990627,0.363072410,1.840475450,-1.214828877,0.362535582,1.000000000,0.500000000,0.500000000
15.849991680,0.380921704,1.793768833,-1.195848516,0.396653362,1.000000000,0.500000000,0.500000000
15.899992677,0.399693756,1.747425445,-1.176892215,0.361574784,1.000000000,0.500000000,0.500000000
15.949993249,0.419300383,1.701429386,-1.158672492,0.367192958,1.000000000,0.500000000,0.500000000
15.999993777,0.439748133,1.655801080,-1.140169563,0.372902755,1.000000000,0.500000000,0.500000000
16.049994675,0.461043207,1.610561610,-1.120286486,0.422395834,1.000000000,0.500000000,0.500000000
16.099995537,0.483288928,1.565781993,-1.099688188,0.401509560,1.000000000,0.500000000,0.500000000
16.149996076,0.506428955,1.521458263,-1.079848144,0.392070188,1.000000000,0.500000000,0.500000000
16.199996341,0.530433271,1.477596898,-1.060095734,0.398005549,1.000000000,0.500000000,0.500000000
16.249996794,0.555305743,1.434221727,-1.039655269,0.419590590,1.000000000,0.500000000,0.500000000
16.299997519,0.581082833,1.391377660,-1.017706830,0.458319458,1.000000000,0.500000000,0.500000000
16.349998173,0.607834879,1.349135579,-0.995818077,0.417205622,1.000000000,0.500000000,0.500000000
16.399998269,0.635461937,1.307461182,-0.974813341,0.422962526,1.000000000,0.500000000,0.500000000
16.449998315,0.663964075,1.266380375,-0.953523515,0.428608986,1.000000000,0.500000000,0.500000000
16.499998853,0.693340292,1.225919386,-0.930752518,0.482205628,1.000000000,0.500000000,0.500000000
16.549999370,0.723683423,1.186178398,-0.907219460,0.459088644,1.000000000,0.500000000,0.500000000
16.599999490,0.754930489,1.147144659,-0.884600504,0.445647816,1.000000000,0.500000000,0.500000000
16.649999234,0.787039267,1.108817112,-0.862197235,0.450463731,1.000000000,0.500000000,0.500000000
16.699999168,0.820003227,1.071222289,-0.839485746,0.457973024,1.000000000,0.500000000,0.500000000
16.749999780,0.853819821,1.034391607,-0.814935854,0.523992248,1.000000000,0.500000000,0.500000000
16.800000354,0.888589662,0.998459509,-0.790247281,0.463521151,1.000000000,0.500000000,0.500000000
16.850000109,0.924182292,0.963343414,-0.766986020,0.466907755,1.000000000,0.500000000,0.500000000
16.899999598,0.960584767,0.929067931,-0.743565611,0.469891569,1.000000000,0.500000000,0.500000000
16.949999377,0.997782636,0.895656909,-0.720006604,0.472445822,1.000000000,0.500000000,0.500000000
