x,y,theta,velocity
-21.944054,52.322757,-1.490416,
-21.927114,52.123477,-1.482515,
-21.912570,51.924018,-1.505120,
-21.902236,51.724291,-1.509967,
-21.878620,51.525846,-1.401740,
-21.859953,51.326989,-1.568702,
-21.851888,51.127256,-1.490571,
-21.835016,50.927971,-1.482701,
-21.820393,50.728518,-1.505223,
-21.810194,50.528784,-1.511588,
-21.788124,50.330135,-1.413558,
-21.768113,50.131279,-1.514928,
-21.766459,49.931321,-1.511793,
-21.751957,49.731858,-1.482902,
-21.734952,49.532588,-1.505335,
-21.723027,49.332950,-1.522498,
-21.708983,49.133511,-1.448549,
-21.681915,48.935404,-1.461325,
-21.673783,48.735697,-1.560782,
-21.666280,48.535910,-1.494439,
-21.650330,48.336549,-1.486991,
-21.635175,48.137128,-1.500564,
-21.617294,47.937953,-1.449431,
-21.590427,47.739818,-1.464557,
-21.581959,47.540150,-1.569401,
-21.575392,47.340353,-1.491980,
-21.558611,47.141062,-1.480296,
-21.539325,46.941997,-1.469515,
-21.513636,46.743701,-1.399770,
-21.490216,46.545292,-1.563199,
-21.483230,46.345505,-1.491182,
-21.464775,46.146379,-1.462748,
-21.441344,45.947762,-1.446542,
-21.411323,45.750045,-1.419439,
-21.397400,45.550822,-1.570796,
-21.384755,45.351469,-1.438210,
-21.354868,45.153737,-1.408107,
-21.320042,44.956805,-1.421228,
-21.303881,44.757823,-1.512152,
-21.285618,44.558719,-1.426117,
-21.255518,44.361016,-1.390463,
-21.219938,44.164218,-1.446293,
-21.208717,43.964748,-1.496275,
-21.181782,43.766675,-1.395163,
-21.144080,43.570286,-1.363372,
-21.116349,43.372447,-1.477905,
-21.087162,43.174704,-1.378065,
-21.047561,42.978670,-1.363197,
-21.024427,42.780341,-1.507423,
-20.998337,42.582189,-1.393827,
-20.957277,42.386513,-1.353681,
-20.923703,42.189477,-1.429483,
-20.886581,41.992980,-1.365339,
-20.850008,41.796409,-1.443121,
-20.826118,41.598089,-1.366179,
-20.784184,41.402538,-1.353975,
-20.751335,41.205376,-1.454058,
-20.722591,41.007802,-1.343606,
-20.678801,40.812674,-1.394507,
-20.645854,40.615420,-1.391127,
-20.605021,40.419682,-1.346429,
-20.565987,40.223645,-1.454686,
-20.523632,40.028527,-1.301452,
-20.476415,39.834187,-1.341452,
-20.427064,39.640415,-1.327584,
-20.380249,39.445976,-1.340177,
-20.330133,39.252404,-1.325545,
-20.282968,39.058049,-1.337560,
-20.230811,38.865019,-1.290151,
-20.174023,38.673255,-1.270241,
-20.121820,38.480213,-1.306441,
-20.063353,38.289010,-1.247840,
-19.997724,38.100119,-1.202278,
-19.920804,37.915570,-1.201547,
-19.848091,37.729271,-1.183876,
-19.769831,37.545229,-1.158613,
-19.695543,37.359582,-1.184411,
-19.612094,37.177907,-1.114916,
-19.522137,36.999321,-1.122888,
-19.434075,36.819783,-1.136924,
-19.341593,36.642663,-0.974562,
-19.233228,36.474581,-1.008434,
-19.132578,36.301763,-1.049492,
-19.028641,36.130994,-0.979945,
-18.912676,35.968161,-0.902705,
-18.789465,35.810622,-0.934504,
-18.673427,35.647806,-0.925854,
-18.536869,35.501969,-0.785398,
-18.395447,35.360547,-0.785398,
-18.254026,35.219126,-0.785398,
